Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr9	108893946	108934739	Pfkfb4	40793	+	NM_173019	108894060	108932902	14
chr9	108941080	108960306	Shisa5	19226	+	NM_025858	108941208	108959222	6
chr9	108960445	108962237	Trex1	1792	-	NM_011637	108960490	108961435	2
chr9	108962260	108976638	Atrip	14378	-	NM_172774	108962354	108976518	13
chr9	108980501	108984895	Tma7	4394	-	NM_183250	108980904	108984856	4
chr9	108985009	108995877	Ccdc51	10868	+	NM_025689	108991858	108994781	4
chr9	108997949	109022429	Plxnb1	24480	+	NM_172775	109002591	109020458	38
chr9	109041967	109064536	Fbxw21	22569	-	NM_177069	109042013	109064503	10
chr9	109081740	109098489	Fbxw13	16749	-	NM_177598	109081792	109098457	10
chr9	109119945	109137268	Fbxw20	17323	-	NM_001008428	109119997	109137216	10
chr9	109173636	109190190	Fbxw14	16554	-	NM_001311159	109173697	109190153	9
chr9	109225399	109242173	Fbxw28	16774	-	NM_001177419	109225678	109242136	10
chr9	109280922	109306808	Fbxw22	25886	-	NM_001014395	109281314	109306777	10
chr9	109334831	109351654	Fbxw16	16823	-	NM_177070	109334915	109351622	10
chr9	109381088	109398368	Fbxw19	17280	-	NM_177703	109381142	109398361	10
chr9	109455115	109470776	Fbxw15	15661	-	NM_199036	109455177	109470744	10
chr9	109503629	109528573	Fbxw24	24944	-	NM_001013776	109503687	109528542	10
chr9	109579247	109605214	Fbxw18	25967	-	NM_001033794	109579305	109605163	10
chr9	109620079	109648603	Fbxw26	28524	-	NM_198674	109620468	109648569	10
chr9	109668558	109693164	Fbxw27	24606	-	NM_001303003	109668618	109693133	10
chr9	109719140	109729141	Spink8	10001	+	NM_183136	109719275	109728915	5
chr9	109732667	109733945	3000002C10Rik	1278	-	NR_033215	109733945	109733945	1
chr9	109735307	109745475	Nme6	10168	+	NM_018757	109737838	109745141	7
chr9	109749890	109751970	Camp	2080	-	NM_009921	109749948	109751948	4
chr9	109778082	109796394	Cdc25a	18312	+	NM_007658	109778493	109794723	15
chr9	109792146	109792214	Mir7089	68	+	NR_106057	109792214	109792214	1
chr9	109834277	109986458	Map4	152181	+	NM_001205330	109881372	109984246	19
chr9	109986822	110020120	Dhx30	33298	-	NM_001252682	109986896	110015502	23
chr9	110034527	110142682	Smarcc1	108155	+	NM_009211	110034620	110140417	28
chr9	110146286	110165080	Cspg5	18794	+	NM_001166273	110148101	110164725	5
chr9	110183790	110183913	Mir6236	123	+	NR_105744	110183913	110183913	1
chr9	110207695	110224606	Elp6	16911	+	NM_001081381	110207799	110223447	7
chr9	110235791	110287453	Scap	51662	+	NM_001103162	110255546	110287305	23
chr9	110287592	110310714	Ptpn23	23122	-	NM_001081043	110287756	110310621	25
chr9	110322311	110325516	Ngp	3205	+	NM_008694	110322365	110324913	4
chr9	110328429	110379198	Klhl18	50769	-	NM_177771	110331134	110379098	10
chr9	110379461	110427678	Kif9	48217	+	NM_010628	110385569	110427438	21
chr9	110435100	110521137	Setd2	86037	+	NM_001081340	110435182	110520483	21
chr9	110523638	110526897	Nradd	3259	-	NM_026012	110523924	110525627	5
chr9	110527292	110556665	Nbeal2	29373	-	NM_183276	110527628	110556451	54
chr9	110538502	110538619	Mir8107	117	-	NR_106186	110538619	110538619	1
chr9	110559006	110614097	Ccdc12	55091	+	NM_028312	110559066	110613837	7
chr9	110624588	110649649	Pth1r	25061	-	NM_011199	110624757	110644804	16
chr9	110666184	110672298	Myl3	6114	+	NM_010859	110666248	110671947	7
chr9	110700688	110706248	Prss42	5560	+	NM_153099	110700701	110705714	5
chr9	110716497	110720503	Prss44	4006	+	NM_148940	110716542	110719829	5
chr9	110729193	110734008	Prss43	4815	+	NM_199471	110729550	110733522	6
chr9	110737091	110743814	Prss45	6723	+	NM_153172	110737137	110743582	6
chr9	110747009	110759026	Prss46	12017	+	NM_183103	110747053	110758758	5
chr9	110760470	110767132	Prss50	6662	+	NM_146227	110760494	110767021	5
chr9	110768549	110782587	Tmie	14038	-	NM_146260	110769363	110776395	6
chr9	110782677	110803034	Als2cl	20357	+	NM_001146059	110786547	110801000	27
chr9	110817242	110819365	Gm590	2123	-	NM_001195437	110817379	110819098	3
chr9	110842111	110848662	Tdgf1	6551	-	NM_011562	110843207	110848347	6
chr9	110854048	110886568	Lrrc2	32520	+	NM_028838	110860325	110884183	9
chr9	110887446	110892217	Rtp3	4771	-	NM_153100	110888374	110892115	3
chr9	110921795	110945270	Ltf	23475	+	NM_008522	110921829	110944686	17
chr9	110957337	110960022	Ccrl2	2685	-	NM_001302376	110957849	110958932	3
chr9	111020614	111128172	Lrrfip2	107558	+	NM_001164838	111043746	111126564	15
chr9	111130731	111174112	Mlh1	43381	-	NM_026810	111130962	111174028	19
chr9	111174348	111181595	Epm2aip1	7247	+	NM_175266	111174464	111176285	1
chr9	111214242	111298279	Trank1	84037	+	NM_001164659	111214345	111296862	22
chr9	111341584	111392115	Dclk3	50531	+	NM_172928	111341768	111391174	5
chr9	111463937	111592720	Stac	128783	-	NM_016853	111465132	111592612	11
chr9	111967594	112135005	Arpp21	167411	-	NM_001177616	111968268	112088238	19
chr9	112021139	112021215	Mir128-2	76	-	NR_029823	112021215	112021215	1
chr9	112129959	112130746	2310075C17Rik	787	+	NR_131053	112130746	112130746	2
chr9	112159077	112251429	2900079G21Rik	92352	+	NR_033433	112251429	112251429	4
chr9	113405863	113496270	AU023762	90407	-	NR_040760	113496270	113496270	5
chr9	113560861	113617377	Pdcd6ip	56516	-	NM_011052	113564050	113617225	18
chr9	113650590	113828815	Clasp2	178225	+	NM_001114347	113650798	113827199	39
chr9	113840051	113886319	Ubp1	46268	+	NM_001083319	113840771	113884501	17
chr9	113886075	113935869	Fbxl2	49794	-	NM_178624	113887950	113935813	15
chr9	113966471	114007851	Susd5	41380	+	NM_001101510	113966662	114006028	5
chr9	114239252	114239696	Bcl2a1c	444	+	NM_007535	114239273	114239660	1
chr9	114250228	114273745	4930525D18Rik	23517	-	NR_040738	114273745	114273745	6
chr9	114277441	114286356	4930520O04Rik	8915	+	NR_040383	114286356	114286356	3
chr9	114284248	114299830	Crtap	15582	-	NM_019922	114284646	114299717	7
chr9	114310195	114383497	Glb1	73302	+	NM_009752	114310309	114383159	16
chr9	114310212	114320319	Tmppe	10107	+	NM_001200002	114313752	114315096	2
chr9	114399433	114405662	Ccr4	6229	-	NM_009916	114401030	114402113	2
chr9	114420390	114473487	Trim71	53097	-	NM_001042503	114421762	114472235	4
chr9	114494991	114549318	Cnot10	54327	-	NM_153585	114500655	114549058	20
chr9	114597948	114632895	Dync1li1	34947	+	NM_146229	114597999	114632483	13
chr9	114640320	114658461	Cmtm6	18141	+	NM_026036	114640353	114655694	4
chr9	114665953	114691111	Cmtm7	25158	-	NM_133978	114666395	114690920	5
chr9	114698462	114753270	Cmtm8	54808	-	NM_027294	114698779	114753045	4
chr9	114808456	114843105	Gpd1l	34649	-	NM_175380	114811523	114842835	8
chr9	114976396	115141341	Osbpl10	164945	+	NM_148958	114976425	115141274	10
chr9	115151699	115219539	Stt3b	67840	-	NM_024222	115153082	115219174	16
chr9	115190209	115191188	Stmn1-rs1	979	-	NR_029430	115191188	115191188	1
chr9	115245278	115251042	4930428G15Rik	5764	+	NR_040730	115251042	115251042	3
chr9	115290936	115291057	Mir467h	121	+	NR_130329	115291057	115291057	1
chr9	115818572	115985294	Gadl1	166722	+	NM_028638	115846279	115983231	15
chr9	115996812	116084481	Tgfbr2	87669	-	NM_009371	115999495	116084155	8
chr9	116481863	117539031	Rbms3	1057168	-	NM_001172121	116487813	117538968	15
chr9	117949639	117978912	Azi2	29273	+	NM_001286507	117958552	117978222	7
chr9	117973644	118059314	Cmc1	85670	-	NM_026442	117974345	118059153	4
chr9	118338956	118346166	4933432G23Rik	7210	+	NR_040716	118346166	118346166	5
chr9	118387306	118395250	Eomes	7944	+	NM_010136	118387777	118394130	6
chr9	118415435	118491637	Golga4	76202	+	NM_018748	118415603	118490990	24
chr9	118515826	118810121	Itga9	294295	+	NM_133721	118516045	118806450	28
chr9	118835653	118953237	Ctdspl	117584	+	NM_133710	118835979	118949767	8
chr9	118940913	118941003	Mir26a-1	90	+	NR_029742	118941003	118941003	1
chr9	118961895	118980643	Vill	18748	+	NM_001164567	118966906	118980365	20
chr9	118980645	119002620	Plcd1	21975	-	NM_019676	118980919	119002509	15
chr9	119011595	119056812	Dlec1	45217	+	NM_177117	119011632	119056812	37
chr9	119057160	119066211	Acaa1b	9051	-	NM_146230	119057455	119066112	12
chr9	119078573	119099511	Slc22a14	20938	-	NM_001037749	119078760	119090145	12
chr9	119102095	119118223	Slc22a13	16128	-	NM_133980	119102398	119118178	10
chr9	119129608	119140810	Slc22a13b-ps	11202	-	NR_033303	119140810	119140810	6
chr9	119147550	119231545	Oxsr1	83995	-	NR_045693	119231545	119231545	19
chr9	119245105	119249158	Myd88	4053	-	NM_010851	119246473	119249077	6
chr9	119250411	119259413	Acaa1a	9002	+	NM_130864	119250632	119259151	12
chr9	119266498	119302915	Xylb	36417	+	NM_001199568	119283425	119300936	20
chr9	119311295	119351266	Acvr2b	39971	+	NM_001313757	119311663	119342579	11
chr9	119354040	119374636	Exog	20596	+	NM_001172136	119354068	119371955	7
chr9	119392525	119488134	Scn5a	95609	-	NM_021544	119394695	119471742	28
chr9	119517573	119628150	Scn10a	110577	-	NM_009134	119518042	119603443	28
chr9	119662882	119734574	Scn11a	71692	-	NM_011887	119663367	119729113	27
chr9	119804012	119835697	Wdr48	31685	+	NM_026236	119804027	119833922	19
chr9	119834790	119846676	Gorasp1	11886	-	NM_028976	119836891	119846635	9
chr9	119846723	119876911	Ttc21a	30188	+	NM_028735	119846841	119876792	29
chr9	119880283	119893776	Csrnp1	13493	-	NM_153287	119881357	119886324	5
chr9	119922872	119932716	Xirp1	9844	-	NM_011724	119925143	119928933	3
chr9	119957800	119977414	Cx3cr1	19614	-	NM_009987	119960387	119961452	2
chr9	120001250	120004024	Ccr8	2774	+	NM_007720	120002938	120004000	2
chr9	120019516	120033437	Slc25a38	13921	+	NM_144793	120019561	120032882	7
chr9	120036883	120041487	Rpsa	4604	+	NM_011029	120037607	120040612	7
chr9	120039551	120039679	Snora62	128	+	NR_002902	120039679	120039679	1
chr9	120058859	120085209	Mobp	26350	+	NM_008614	120076922	120082308	4
chr9	120213190	120383952	Myrip	170762	+	NM_144557	120244748	120381922	17
chr9	120401723	120404445	Eif1b	2722	+	NM_026892	120401928	120404075	4
chr9	120448935	120477443	Entpd3	28508	+	NM_178676	120449781	120475659	11
chr9	120480633	120483770	Rpl14	3137	+	NM_025974	120480655	120483511	6
chr9	120486447	120487190	5830454E08Rik	743	+	NR_073359	120487190	120487190	1
chr9	120822891	120824368	1700020M21Rik	1477	-	NR_040742	120824368	120824368	3
chr9	120833572	120839920	4930593C16Rik	6348	-	NR_040753	120839920	120839920	3
chr9	120842517	120869625	Ctnnb1	27108	+	NM_007614	120859338	120868635	15
chr9	120864203	120864265	Mir7090	62	+	NR_106058	120864265	120864265	1
chr9	120873571	121186290	Ulk4	312719	-	NM_177589	120873662	121182128	37
chr9	121276075	121384036	Trak1	107961	+	NM_175114	121276221	121382117	16
chr9	121398941	121404812	Cck	5871	-	NM_001284508	121399291	121403648	4
chr9	121486960	121550684	Lyzl4	63724	-	NM_026915	121487142	121493590	6
chr9	121496137	121523373	Lyzl4os	27236	+	NR_040740	121523373	121523373	4
chr9	121551833	121582072	Vipr1	30239	+	NM_011703	121551966	121578683	13
chr9	121589162	121614147	Sec22c	24985	-	NM_178677	121593775	121604833	8
chr9	121619506	121622039	Deb1	2533	+	NM_026794	121619520	121621770	3
chr9	121628298	121665959	Nktr	37661	+	NM_010918	121628605	121663450	17
chr9	121665757	121669061	E530011L22Rik	3304	-	NR_033503	121669061	121669061	1
chr9	121669150	121680860	Zfp651	11710	+	NM_001166644	121669340	121676887	6
chr9	121686724	121692937	Klhl40	6213	+	NM_028202	121686893	121692517	6
chr9	121693133	121701625	Hhatl	8492	-	NM_029095	121693233	121699866	12
chr9	121706744	121748579	Ccdc13	41835	-	NM_028384	121707197	121743065	16
chr9	121757677	121767118	Higd1a	9441	-	NM_019814	121758751	121761705	4
chr9	121807472	121820189	Ackr2	12717	+	NM_001276719	121817678	121818815	4
chr9	121823473	121825423	Cyp8b1	1950	-	NM_010012	121823879	121825382	1
chr9	121846392	121856134	1700048O20Rik	9742	+	NR_033553	121856134	121856134	5
chr9	121860105	121889326	Fam198a	29221	+	NM_177743	121873899	121887550	5
chr9	121890723	121905144	Pomgnt2	14421	-	NM_001289558	121891088	121892831	4
chr9	122026383	122078820	Snrk	52437	+	NM_133741	122046130	122076521	7
chr9	122084991	122203541	Ano10	118550	-	NM_001271873	122085530	122184767	13
chr9	122183007	122183146	Mir8106	139	-	NR_106185	122183146	122183146	1
chr9	122260733	122290641	Abhd5	29908	+	NM_026179	122260904	122288720	7
chr9	122291139	122307919	A730085K08Rik	16780	-	NR_045967	122307919	122307919	3
chr9	122481618	122489765	9530059O14Rik	8147	+	NR_015610	122489765	122489765	2
chr9	122591993	122592092	Mir138-1	99	+	NR_029819	122592092	122592092	1
chr9	122656463	122711192	Topaz1	54729	+	NM_001199736	122656463	122711185	20
chr9	122714664	122745450	Tcaim	30786	+	NM_001013405	122717895	122744094	11
chr9	122758027	122775124	Zfp445	17097	-	NM_173364	122761031	122771246	7
chr9	122797588	122805242	Zkscan7	7654	+	NM_001177505	122797659	122805242	5
chr9	122832195	122840146	Zfp105	7951	+	NM_009544	122834225	122839958	4
chr9	122854206	122860118	1110059G10Rik	5912	-	NM_025419	122857011	122860030	3
chr9	122860198	122927851	Kif15	67653	+	NM_010620	122860251	122927245	35
chr9	122930443	122932609	Tmem42	2166	+	NM_025339	122930496	122932091	3
chr9	122943858	122976676	Tgm4	32818	+	NM_177911	122943927	122975991	14
chr9	122981427	123022323	Zdhhc3	40896	-	NM_026917	122987280	123009686	7
chr9	123022348	123045247	Exosc7	22899	+	NM_001081188	123022383	123045121	8
chr9	123060063	123066550	Clec3b	6487	+	NM_011606	123060161	123066265	3
chr9	123081402	123125156	Cdcp1	43754	-	NM_133974	123082620	123125027	9
chr9	123168174	123169907	Tmem158	1733	-	NM_001002267	123168802	123169663	1
chr9	123276057	123371782	Lars2	95725	+	NM_153168	123280990	123370796	21
chr9	123387818	123430670	Limd1	42852	+	NM_013860	123388355	123428361	8
chr9	123438999	123501716	Sacm1l	62717	+	NM_030692	123439007	123500055	20
chr9	123502937	123541683	Slc6a20b	38746	-	NM_011731	123504110	123541477	11
chr9	123546024	123587950	Slc6a20a	41926	-	NM_139142	123546113	123587924	11
chr9	123606710	123626675	Lztfl1	19965	-	NM_033322	123609202	123626646	10
chr9	123676328	123692575	Ccr9	16247	+	NM_001166625	123683693	123689482	4
chr9	123698617	123761020	Fyco1	62403	-	NM_001110253	123701791	123752634	18
chr9	123715594	123720872	Cxcr6	5278	+	NM_030712	123719053	123720109	2
chr9	123761435	123771246	Xcr1	9811	-	NM_011798	123764799	123771174	2
chr9	123836859	123839607	Cdkn2d	2748	+	NM_009878	123837119	123839098	2
chr9	123876958	123883525	Ccr1	6567	-	NM_009912	123878256	123879324	2
chr9	123891781	123893241	Ccr1l1	1460	-	NM_007718	123892170	123893241	1
chr9	123936702	123946421	Ccr3	9719	+	NM_009914	123943361	123944441	2
chr9	124016921	124023879	Ccr2	6958	+	NM_009915	124020423	124021545	3
chr9	124036281	124041922	Ccr5	5641	+	NM_009917	124039100	124040165	2
chr9_random	46928	55944	Ppp2r3d	9016	-	NM_001163415	49380	55591	10
chr9_random	53161	56293	4930526I15Rik	3132	+	NR_102721	56293	56293	3
chr9_random	113043	134706	Nlrp4g	21663	+	NM_001004145	122670	134251	6
chr9_random	202786	223677	2010315B03Rik	20891	-	NM_001243118	203973	223545	5
chr9_random	367889	370841	Jrkl	2952	-	NM_001033181	369182	370754	1
chr9_random	372078	417453	Ccdc82	45375	+	NM_025534	377184	414509	9
chr10	3134303	3227479	Cnksr3	93176	+	NM_172546	3134857	3226253	13
chr10	3308331	3587948	Oprm1	279617	-	NM_001302795	3309379	3587930	6
chr10	3323355	3434998	Ipcef1	111643	+	NM_001033391	3349993	3434626	8
chr10	4424140	4520877	Rgs17	96737	+	NM_001161822	4428322	4513588	6
chr10	4522597	4534654	Mtrf1l	12057	+	NM_175374	4522777	4533335	7
chr10	4541075	4547383	Fbxo5	6308	+	NM_025995	4541203	4546970	5
chr10	4698924	4707323	Vip	8399	-	NM_011702	4701585	4705913	7
chr10	4739751	4752813	Myct1	13062	-	NM_026793	4741839	4752691	2
chr10	4795848	5009592	Syne1	213744	+	NM_153399	4804526	5007338	32
chr10	5340907	5734552	Esr1	393645	-	NM_001302532	5345117	5634157	10
chr10	5785429	5836669	Ccdc170	51240	-	NM_001195672	5785429	5836669	11
chr10	5891400	5913936	Armt1	22536	-	NM_024261	5892304	5913870	5
chr10	5914188	5943372	Rmnd1	29184	+	NM_025343	5918863	5943072	13
chr10	5917374	5943370	Gm5512	25996	+	NR_002891	5943370	5943370	12
chr10	5958432	5979467	Zbtb2	21035	+	NM_001033466	5971798	5978061	3
chr10	5987069	6080212	Akap12	93143	-	NM_031185	5988609	6080022	4
chr10	6179459	6373466	Mthfd1l	194007	-	NM_001170785	6198442	6373286	28
chr10	6379238	6606164	Plekhg1	226926	-	NM_001159942	6382088	6473507	17
chr10	6791663	6806262	Iyd	14599	-	NM_027391	6792328	6806245	5
chr10	6881565	6980391	Ppp1r14c	98826	-	NM_133485	6883077	6979874	4
chr10	7078769	7090333	H60c	11564	+	NM_001204916	7079260	7087235	6
chr10	7213347	7221452	B020014A21Rik	8105	+	NR_045946	7221452	7221452	3
chr10	7309597	7345275	Lrp11	35678	+	NM_172784	7309849	7343582	7
chr10	7350033	7383382	Pcmt1	33349	-	NM_008786	7357843	7383101	8
chr10	7383168	7384421	A630066F11Rik	1253	+	NR_030698	7384421	7384421	1
chr10	7387301	7398684	Nup43	11383	+	NM_145706	7387359	7398595	8
chr10	7398768	7400956	BC020402	2188	-	NR_033219	7400956	7400956	1
chr10	7401006	7436259	Lats1	35253	+	NM_010690	7411264	7432808	8
chr10	7445797	7482948	Katna1	37151	+	NM_011835	7458527	7482786	11
chr10	7487744	7500715	Ginm1	12971	-	NM_145418	7488274	7500672	8
chr10	7512691	7542361	Ppil4	29670	+	NM_026141	7512748	7541001	13
chr10	7552267	7590195	Zc3h12d	37928	+	NM_172785	7559632	7587867	6
chr10	7556178	7556272	Mir5104	94	+	NR_039563	7556272	7556272	1
chr10	7625445	7675921	Tab2	50476	-	NM_138667	7627232	7644584	7
chr10	7924550	8238623	Ust	314073	-	NM_177387	7927184	8238197	8
chr10	8442016	8605868	Sash1	163852	-	NM_175155	8445294	8605656	20
chr10	9347056	9395006	Samd5	47950	-	NM_177271	9348784	9394761	2
chr10	9404519	9411707	Gm6150	7188	+	NR_038036	9411707	9411707	4
chr10	9475344	9620838	Stxbp5	145494	-	NM_001081344	9480710	9620481	26
chr10	10055500	10192112	Adgb	136612	-	NM_001127353	10055735	10192112	37
chr10	10264836	10278005	Rab32	13169	-	NM_026405	10266099	10277886	3
chr10	10325742	10336111	Gm5177	10369	+	NR_033630	10336111	10336111	3
chr10	10405856	10802129	Grm1	396273	-	NM_001114333	10417869	10800336	10
chr10	10470843	10477929	4930567K20Rik	7086	+	NR_046010	10477929	10477929	3
chr10	10869227	10935071	Shprh	65844	+	NM_001077707	10871448	10933342	30
chr10	11001127	11017767	Fbxo30	16640	+	NM_027968	11009333	11015218	3
chr10	11063242	11177275	Epm2a	114033	+	NM_010146	11063268	11177215	4
chr10	12101985	12581533	Utrn	479548	-	NM_011682	12103985	12581444	74
chr10	12636443	12642925	B230208H11Rik	6482	-	NR_038027	12642925	12642925	4
chr10	12659786	12684065	Stx11	24279	-	NM_029075	12660918	12661782	3
chr10	12728255	12728989	Sf3b5	734	+	NM_175102	12728428	12728689	1
chr10	12810593	12851501	Plagl1	40908	+	NM_009538	12844822	12848910	6
chr10	12810650	12815706	Hymai	5056	+	NR_131912	12815706	12815706	1
chr10	12869449	12897829	Zc2hc1b	28380	-	NM_029172	12869945	12897791	6
chr10	12898443	12912943	Ltv1	14500	-	NM_181470	12898691	12912836	11
chr10	12927522	13194202	Phactr2	266680	-	NM_001195065	12934063	13194084	13
chr10	13220833	13237081	Fuca2	16248	+	NM_025799	13220973	13234653	7
chr10	13243647	13272948	Pex3	29301	-	NM_001164195	13243704	13272704	12
chr10	13272712	13283182	Adat2	10470	+	NM_025748	13273071	13282664	6
chr10	13372514	13588636	Aig1	216122	-	NM_025446	13372707	13588564	6
chr10	13686184	13871184	Hivep2	185000	+	NM_010437	13847465	13869542	9
chr10	14122390	14264842	Adgrg6	142452	-	NM_001002268	14127703	14264721	25
chr10	14375138	14425295	Vta1	50157	-	NM_025418	14375505	14425267	8
chr10	14425414	14478825	1700016L04Rik	53411	+	NR_045824	14478825	14478825	6
chr10	14435431	14438020	Gje1	2589	-	NM_029722	14436224	14437954	3
chr10	14480094	14490362	Nmbr	10268	+	NM_008703	14480094	14490362	3
chr10	15511582	15526871	C330004P14Rik	15289	+	NR_131087	15526871	15526871	3
chr10	16670899	16815588	Gm20125	144689	-	NR_038020	16815588	16815588	9
chr10	17443033	17445480	Cited2	2447	+	NM_010828	17443751	17444561	2
chr10	17516024	17565469	Txlnb	49445	+	NM_138628	17518906	17563286	10
chr10	17620271	17667873	Heca	47602	-	NM_001033432	17622018	17667588	4
chr10	17731066	17743058	Abracl	11992	-	NM_028440	17731437	17738705	3
chr10	17775745	17844961	Reps1	69216	+	NM_009048	17775768	17844754	20
chr10	17848827	17930696	Ect2l	81869	-	NM_001195036	17848827	17921159	21
chr10	17933490	17954787	Ccdc28a	21297	-	NM_144820	17933929	17950382	6
chr10	18127480	18253697	Nhsl1	126217	+	NM_173390	18128118	18251779	7
chr10	18259928	18265882	Hebp2	5954	-	NM_019487	18260939	18265601	4
chr10	18307816	18463564	Arfgef3	155748	-	NM_001033258	18309386	18463431	34
chr10	18499532	18506599	Gm4922	7067	-	NM_177706	18503284	18504778	4
chr10	18517104	18551736	4930444F02Rik	34632	-	NR_038035	18551736	18551736	6
chr10	18564876	18576878	Perp	12002	+	NM_022032	18564998	18575682	3
chr10	18720716	18735216	Tnfaip3	14500	-	NM_009397	18722536	18731581	9
chr10	18861554	18927753	Gm20139	66199	+	NR_038021	18927753	18927753	4
chr10	19076344	19078410	Olig3	2066	+	NM_053008	19076434	19077256	1
chr10	19311763	19330031	Ifngr1	18268	+	NM_010511	19311891	19329494	7
chr10	19341833	19354487	Il22ra2	12654	+	NM_178258	19341845	19352724	5
chr10	19432392	19479859	Il20ra	47467	+	NM_172786	19432439	19479459	7
chr10	19567722	19571265	Slc35d3	3543	-	NM_029529	19568645	19570828	2
chr10	19579895	19627480	Pex7	47585	-	NM_008822	19580731	19627379	10
chr10	19654331	19862556	Map3k5	208225	+	NM_008580	19654411	19861386	30
chr10	19868725	20001396	Map7	132671	+	NM_001198635	19868819	19999812	18
chr10	19919052	19921660	4930405J17Rik	2608	-	NR_045350	19921660	19921660	3
chr10	19928244	19928836	Rpl32l	592	+	NM_001101561	19928295	19928697	1
chr10	20017386	20017494	Mir6413	108	-	NR_105840	20017494	20017494	1
chr10	20032274	20062307	Bclaf1	30033	+	NM_001025392	20041818	20059863	13
chr10	20067624	20081475	Mtfr2	13851	+	NM_027930	20067716	20080346	7
chr10	20117809	20444874	Pde7b	327065	-	NM_013875	20120223	20444502	13
chr10	20672352	20800235	Ahi1	127883	+	NM_026203	20679575	20798892	24
chr10	20844735	20880790	Myb	36055	-	NM_001198914	20845978	20880524	16
chr10	21015784	21088695	Hbs1l	72911	+	NM_001042593	21015939	21088106	18
chr10	21038893	21061861	4930455C13Rik	22968	-	NR_045352	21061861	21061861	4
chr10	21097105	21116384	Aldh8a1	19279	+	NM_178713	21097146	21115646	7
chr10	21312950	21342181	1700020N01Rik	29231	+	NR_027968	21342181	21342181	3
chr10	21410650	21413784	Gm5420	3134	+	NR_045843	21413784	21413784	3
chr10	21601989	21719708	Sgk1	117719	+	NM_001161845	21602444	21718633	14
chr10	21786114	21787885	4930444G20Rik	1771	-	NM_053264	21786397	21787885	1
chr10	21832855	21869076	E030030I06Rik	36221	-	NM_001254744	21833937	21868818	2
chr10	21878414	22093945	Raet1a	215531	+	NM_009016	21894125	22092140	10
chr10	21893326	21903720	Raet1e	10394	+	NM_198193	21894125	21901897	7
chr10	21893680	22093919	Raet1b	200239	+	NM_009017	21894125	22092140	7
chr10	21893707	22093945	Raet1c	200238	+	NM_009018	21894125	21901897	6
chr10	21993279	22008654	H60b	15375	+	NM_001177775	22003293	22008555	6
chr10	22026525	22032748	C920009B18Rik	6223	+	NR_015465	22032748	22032748	3
chr10	22081699	22093945	Raet1d	12246	+	NM_020030	22082520	22092140	7
chr10	22122618	22127276	Gm10825	4658	+	NR_028580	22127276	22127276	2
chr10	22364816	22423686	Slc2a12	58870	+	NM_178934	22365004	22421981	5
chr10	22423682	22451253	Tbpl1	27571	-	NM_011603	22425621	22431854	7
chr10	22449177	22449238	Mir7663	61	-	NR_106123	22449238	22449238	1
chr10	22537078	22539934	Tcf21	2856	-	NM_011545	22537542	22539709	2
chr10	22823973	23069709	Eya4	245736	-	NM_010167	22826013	23042886	19
chr10	23504988	23507015	Rps12	2027	-	NM_011295	23505016	23506813	6
chr10	23505152	23505257	Snora33	105	-	NR_037680	23505257	23505257	1
chr10	23505559	23505627	Snord100	68	-	NR_037681	23505627	23505627	1
chr10	23516791	23547774	Slc18b1	30983	+	NM_183116	23516946	23546466	14
chr10	23571267	23589649	Vnn3	18382	+	NM_011979	23571389	23589463	7
chr10	23614493	23625149	Vnn1	10656	+	NM_011704	23614681	23624460	7
chr10	23640211	23641210	Taar1	999	+	NM_053205	23640211	23641210	1
chr10	23658377	23661389	Taar2	3012	+	NM_001007266	23658377	23661389	2
chr10	23669363	23670395	Taar3	1032	+	NM_001008429	23669363	23670395	1
chr10	23680299	23681343	Taar4	1044	+	NM_001008499	23680299	23681343	1
chr10	23690511	23691525	Taar5	1014	+	NM_001009574	23690511	23691525	1
chr10	23704414	23705452	Taar6	1038	-	NM_001010828	23704414	23705452	1
chr10	23712210	23713287	Taar7a	1077	-	NM_001010829	23712210	23713287	1
chr10	23719744	23720821	Taar7b	1077	+	NM_001010827	23719744	23720821	1
chr10	23747027	23748104	Taar7d	1077	+	NM_001010838	23747027	23748104	1
chr10	23757419	23758496	Taar7e	1077	+	NM_001010835	23757419	23758496	1
chr10	23769315	23770392	Taar7f	1077	+	NM_001010839	23769315	23770392	1
chr10	23796305	23797340	Taar8a	1035	+	NM_001010830	23796305	23797340	1
chr10	23811065	23812100	Taar8b	1035	-	NM_001010837	23811065	23812100	1
chr10	23820648	23821757	Taar8c	1109	-	NM_001010840	23820683	23821718	1
chr10	23828293	23829340	Taar9	1047	-	NM_001010831	23828293	23829340	1
chr10	23869122	23908765	Stx7	39643	+	NM_016797	23875105	23907526	10
chr10	23943322	24022589	Moxd1	79267	+	NM_021509	23943409	24021435	12
chr10	24315247	24318488	Ctgf	3241	+	NM_010217	24315531	24317417	5
chr10	24357719	24431965	Enpp1	74246	-	NM_008813	24361611	24431797	25
chr10	24493619	24556001	Enpp3	62382	-	NM_134005	24493707	24555899	25
chr10	24589791	24633335	Med23	43544	+	NM_001166416	24589904	24632633	30
chr10	24630469	24630539	Mir6905	70	+	NR_105870	24630539	24630539	1
chr10	24635012	24647276	Arg1	12264	-	NM_007482	24635415	24647174	8
chr10	24888895	25018969	Akap7	130074	-	NM_018747	24890857	25009444	8
