Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr10	70100863	70167051	RUFY2	66188	-	NR_103476	70167051	70167051	19
chr10	70173820	70231878	DNA2	58058	-	NR_102264	70231878	70231878	22
chr10	70242089	70287280	SLC25A16	45191	-	NM_152707	70243188	70287132	9
chr10	70320116	70454239	TET1	134123	+	NM_030625	70332095	70451571	12
chr10	70480900	70552134	CCAR1	71234	+	NM_018237	70482261	70551023	25
chr10	70514928	70514995	SNORD98	67	+	NR_003076	70514995	70514995	1
chr10	70519074	70519171	MIR1254-1	97	+	NR_031655	70519171	70519171	1
chr10	70587293	70655209	STOX1	67916	+	NM_001130161	70587380	70652492	5
chr10	70661033	70706603	DDX50	45570	+	NM_024045	70661140	70706386	15
chr10	70715878	70744825	DDX21	28947	+	NM_004728	70715981	70742568	15
chr10	70748476	70776739	KIAA1279	28263	+	NM_015634	70748588	70776172	7
chr10	70847827	70864567	SRGN	16740	+	NM_002727	70847913	70863876	3
chr10	70883907	70932616	VPS26A	48709	+	NM_004896	70884033	70931025	9
chr10	70939959	70968854	SUPV3L1	28895	+	NM_001301683	70946242	70968791	16
chr10	70975088	70992246	LOC101928994	17158	-	NR_120648	70992246	70992246	5
chr10	70980058	71027315	HKDC1	47257	+	NM_025130	70980191	71026513	18
chr10	71029755	71161637	HK1	131882	+	NM_033500	71060590	71160891	22
chr10	71163957	71176674	TACR2	12717	-	NM_001057	71164581	71176079	5
chr10	71211225	71267423	TSPAN15	56198	+	NM_012339	71211350	71266734	8
chr10	71331790	71333210	NEUROG3	1420	-	NM_020999	71332154	71332799	2
chr10	71390002	71393355	C10orf35	3353	+	NM_145306	71391499	71392815	4
chr10	71561643	71718904	COL13A1	157261	+	NM_001130103	71562179	71718457	40
chr10	71812356	71872040	H2AFY2	59684	+	NM_018649	71835414	71871439	9
chr10	71872022	71892690	AIFM2	20668	-	NM_001198696	71873933	71883840	9
chr10	71897736	71906496	TYSND1	8760	-	NM_173555	71899679	71906342	4
chr10	71909960	71930285	SAR1A	20325	-	NM_001142648	71912231	71921671	8
chr10	71962585	71993190	PPA1	30605	-	NM_021129	71962910	71993083	11
chr10	72014712	72043450	NPFFR1	28738	-	NM_022146	72014712	72043432	4
chr10	72058725	72142406	LRRC20	83681	-	NM_001278212	72061109	72136289	5
chr10	72163860	72188374	EIF4EBP2	24514	+	NM_004096	72164157	72181503	3
chr10	72191691	72201465	NODAL	9774	-	NM_018055	72192691	72201423	3
chr10	72238563	72328206	PALD1	89643	+	NM_014431	72285707	72326489	20
chr10	72357103	72362531	PRF1	5428	-	NM_005041	72357808	72360658	3
chr10	72432558	72522195	ADAMTS14	89637	+	NM_139155	72432558	72520609	22
chr10	72530994	72545157	TBATA	14163	-	NM_152710	72531131	72543135	11
chr10	72575703	72640932	SGPL1	65229	+	NM_003901	72576609	72637092	15
chr10	72643264	72648543	PCBD1	5279	-	NM_000281	72643706	72648290	4
chr10	72698809	72715398	LOC105378349	16589	+	NR_134313	72715398	72715398	3
chr10	72972291	73062635	UNC5B	90344	+	NM_170744	72972742	73059034	17
chr10	72976980	72977985	UNC5B-AS1	1005	-	NR_038453	72977985	72977985	2
chr10	73079009	73123147	SLC29A3	44138	+	NM_018344	73079066	73122365	6
chr10	73156690	73575704	CDH23	419014	+	NM_022124	73199588	73575035	68
chr10	73267909	73271677	LOC102723377	3768	-	NR_120672	73271677	73271677	3
chr10	73471457	73497581	C10orf105	26124	-	NM_001168390	73475692	73476094	2
chr10	73507313	73533337	C10orf54	26024	-	NM_022153	73511009	73533196	7
chr10	73550503	73550557	MIR7152	54	+	NR_106974	73550557	73550557	1
chr10	73576054	73611082	PSAP	35028	-	NM_001042465	73577197	73610978	15
chr10	73724119	73773322	CHST3	49203	+	NM_004273	73765600	73768229	3
chr10	73818791	73848790	SPOCK2	29999	-	NM_014767	73822517	73848086	12
chr10	73855789	73976892	ASCC1	121103	-	NR_045564	73976892	73976892	10
chr10	73975757	73995618	ANAPC16	19861	+	NM_001242546	73983672	73992874	5
chr10	74033676	74035797	DDIT4	2121	+	NM_019058	74033974	74034946	3
chr10	74092587	74114907	DNAJB12	22320	-	NM_017626	74095567	74114757	9
chr10	74127083	74385949	MICU1	258866	-	NM_006077	74127952	74326551	12
chr10	74451888	74647452	MCU	195564	+	NR_073062	74647452	74647452	10
chr10	74480786	74480858	MIR4676	72	+	NR_039823	74480858	74480858	1
chr10	74653313	74692794	OIT3	39481	+	NM_152635	74653556	74692282	9
chr10	74694937	74714510	PLA2G12B	19573	-	NM_032562	74695374	74714443	4
chr10	74766979	74856732	P4HA1	89753	-	NM_001142595	74767979	74834641	16
chr10	74870132	74891586	NUDT13	21454	+	NM_001283016	74883991	74890661	10
chr10	74894281	74927853	ECD	33572	-	NM_001135752	74894340	74923695	15
chr10	74927876	75001939	FAM149B1	74063	+	NM_173348	74928097	75000777	14
chr10	75001713	75007089	DNAJC9	5376	-	NM_015190	75003157	75006947	5
chr10	75007124	75036742	DNAJC9-AS1	29618	+	NR_038373	75036742	75036742	4
chr10	75008600	75012451	MRPS16	3851	-	NM_016065	75010609	75012240	3
chr10	75013515	75118617	CFAP70	105102	-	NM_145170	75013732	75114554	28
chr10	75135188	75173841	ANXA7	38653	-	NM_004034	75135852	75160614	14
chr10	75183336	75193319	MSS51	9983	-	NM_001024593	75184310	75188042	7
chr10	75196185	75255782	PPP3CB	59597	-	NM_001142353	75197999	75255647	14
chr10	75255509	75267067	PPP3CB-AS1	11558	+	NR_132103	75267067	75267067	5
chr10	75257295	75335433	USP54	78138	-	NM_152586	75258386	75335416	22
chr10	75391369	75401515	MYOZ1	10146	-	NM_021245	75391687	75399775	6
chr10	75404638	75415863	SYNPO2L	11225	-	NM_001114133	75406475	75415680	4
chr10	75434032	75457554	AGAP5	23522	-	NM_001144000	75434356	75457513	8
chr10	75458908	75490272	BMS1P4	31364	-	NR_026592	75490272	75490272	12
chr10	75490319	75491529	GLUD1P3	1210	+	NR_048575	75491529	75491529	2
chr10	75504130	75531933	SEC24C	27803	+	NM_004922	75506590	75530853	24
chr10	75532048	75535976	FUT11	3928	+	NM_001284194	75532091	75535273	3
chr10	75541807	75543406	CHCHD1	1599	+	NM_203298	75541833	75542945	3
chr10	75545381	75561556	ZSWIM8	16175	+	NM_001242488	75545636	75561534	26
chr10	75556271	75561157	ZSWIM8-AS1	4886	-	NR_038357	75561157	75561157	4
chr10	75561668	75571589	NDST2	9921	-	NM_003635	75562208	75568146	15
chr10	75572258	75634349	CAMK2G	62091	-	NM_172171	75574772	75634219	21
chr10	75669726	75682535	C10orf55	12809	-	NM_001001791	75671442	75672002	5
chr10	75670861	75677258	PLAU	6397	+	NM_002658	75671313	75676323	11
chr10	75757871	75879914	VCL	122043	+	NM_014000	75757965	75877927	22
chr10	75880014	75910826	AP3M1	30812	-	NM_207012	75883567	75898137	10
chr10	75910942	76469061	ADK	558119	+	NM_006721	75911036	76468203	11
chr10	76266255	76289082	LOC102723439	22827	-	NR_120673	76289082	76289082	5
chr10	76586170	76792380	KAT6B	206210	+	NM_001256469	76602615	76790804	18
chr10	76797593	76818272	DUPD1	20679	-	NM_001003892	76797593	76818272	3
chr10	76854189	76868970	DUSP13	14781	-	NM_001007271	76865426	76868915	8
chr10	76871392	76941881	SAMD8	70489	+	NM_001174156	76910286	76936450	6
chr10	76969911	76991207	VDAC2	21296	+	NM_001184823	76970916	76990747	10
chr10	76993728	76995770	COMTD1	2042	-	NM_144589	76993830	76995686	7
chr10	77039483	77161652	ZNF503	122169	-	NR_120651	77161652	77161652	4
chr10	77056140	77121436	ZNF503-AS1	65296	+	NR_038226	77121436	77121436	4
chr10	77161285	77168740	ZNF503-AS2	7455	+	NR_024421	77168740	77168740	2
chr10	77168914	77171082	LOC101929234	2168	+	NR_110304	77171082	77171082	3
chr10	77191403	78317133	C10orf11	1125730	+	NM_001305581	77191482	78317046	7
chr10	77312215	77312311	MIR606	96	+	NR_030337	77312311	77312311	1
chr10	77472212	77503606	LOC105378367	31394	+	NR_132791	77503606	77503606	3
chr10	78629358	79397577	KCNMA1	768219	-	NM_001014797	78637626	79397400	29
chr10	78647801	78738351	KCNMA1-AS1	90550	+	NR_120655	78738351	78738351	4
chr10	78900588	78909858	KCNMA1-AS2	9270	+	NR_120654	78909858	78909858	3
chr10	79110629	79136371	KCNMA1-AS3	25742	+	NR_126365	79136371	79136371	6
chr10	79550548	79686348	DLG5	135800	-	NM_004747	79552197	79686278	32
chr10	79686569	79689583	DLG5-AS1	3014	+	NR_024585	79689583	79689583	1
chr10	79734906	79789298	POLR3A	54392	-	NM_007055	79737235	79789165	31
chr10	79793517	79816571	RPS24	23054	+	NM_001142285	79793659	79814768	5
chr10	80008381	80012402	LINC00856	4021	+	NR_038985	80012402	80012402	2
chr10	80027084	80039970	LINC00595	12886	+	NR_073447	80039970	80039970	3
chr10	80703082	80827205	ZMIZ1-AS1	124123	-	NR_024431	80827205	80827205	10
chr10	80828791	81076285	ZMIZ1	247494	+	NM_020338	80961389	81072506	25
chr10	81107219	81115089	PPIF	7870	+	NM_005729	81107304	81113598	6
chr10	81142082	81205383	ZCCHC24	63301	-	NM_153367	81146100	81205196	4
chr10	81272356	81276192	EIF5AL1	3836	+	NM_001099692	81272405	81272870	1
chr10	81315607	81320163	SFTPA2	4556	-	NM_001098668	81316964	81319239	6
chr10	81370694	81375199	SFTPA1	4505	+	NM_001164646	81371581	81373869	6
chr10	81388513	81422941	LOC105378385	34428	-	NR_134315	81422941	81422941	4
chr10	81442730	81448650	BEND3P3	5920	+	NR_027512	81448650	81448650	1
chr10	81451255	81586350	NUTM2B-AS1	135095	-	NR_120613	81586350	81586350	7
chr10	81462982	81472513	NUTM2B	9531	+	NM_001278495	81463365	81472241	7
chr10	81585657	81587358	LOC642361	1701	+	NR_029407	81587358	81587358	1
chr10	81664653	81691557	BMS1P21	26904	+	NR_033857	81691557	81691557	6
chr10	81679933	81682875	MBL1P	2942	+	NR_002724	81682875	81682875	3
chr10	81697495	81708861	SFTPD	11366	-	NM_003019	81697607	81706415	8
chr10	81805988	81838949	TMEM254-AS1	32961	-	NR_027428	81838949	81838949	6
chr10	81838401	81852307	TMEM254	13906	+	NM_001270370	81838455	81850168	6
chr10	81892257	81904784	PLAC9	12527	+	NM_001012973	81892518	81904666	4
chr10	81914879	81965433	ANXA11	50554	-	NM_001278407	81915608	81932617	17
chr10	81967465	81979413	LINC00857	11948	+	NR_038464	81979413	81979413	2
chr10	82031575	82049434	MAT1A	17859	-	NM_000429	82033536	82049179	9
chr10	82095860	82116514	DYDC1	20654	-	NM_138812	82095911	82112357	8
chr10	82104500	82127829	DYDC2	23329	+	NR_070308	82127829	82127829	6
chr10	82167584	82192753	FAM213A	25169	+	NM_001243779	82180223	82191855	6
chr10	82214037	82282391	TSPAN14	68354	+	NM_030927	82248989	82277732	9
chr10	82289352	82295698	LOC101929574	6346	-	NR_120661	82295698	82295698	2
chr10	82291005	82292879	LOC102723703	1874	+	NR_120662	82292879	82292879	2
chr10	82297657	82406316	SH2D4B	108659	+	NM_207372	82298087	82403837	7
chr10	83635069	84746935	NRG3	1111866	+	NM_001165972	83635096	84745361	9
chr10	83988769	83992676	NRG3-AS1	3907	-	NR_120666	83992676	83992676	4
chr10	85432161	85436845	LOC105378397	4684	-	NR_134317	85436845	85436845	5
chr10	85899184	85913311	GHITM	14127	+	NM_014394	85901256	85912104	9
chr10	85933553	85945050	C10orf99	11497	+	NM_207373	85933607	85944522	3
chr10	85954390	85979376	CDHR1	24986	+	NM_001171971	85954516	85979032	17
chr10	85980248	85985345	LRIT2	5097	-	NM_001284223	85981675	85985276	4
chr10	85991275	86001217	LRIT1	9942	-	NM_015613	85991682	86001195	4
chr10	86004808	86018944	RGR	14136	+	NM_002921	86004846	86018395	7
chr10	86039735	86054415	LINC00858	14680	+	NR_038220	86054415	86054415	6
chr10	86088344	86278277	CCSER2	189933	+	NM_018999	86130808	86273299	11
chr10	86953176	86958694	LINC01519	5518	-	NR_120667	86958694	86958694	4
chr10	87191698	87192528	LOC101929646	830	-	NR_120669	87192528	87192528	2
chr10	87192618	87208713	LOC101929662	16095	+	NR_120670	87208713	87208713	3
chr10	87209348	87251758	LINC01520	42410	+	NR_120671	87251758	87251758	6
chr10	87337487	87366972	GRID1-AS1	29485	+	NR_038986	87366972	87366972	3
chr10	87359311	88126250	GRID1	766939	-	NM_017551	87362029	88126149	16
chr10	88024450	88024545	MIR346	95	-	NR_029907	88024545	88024545	1
chr10	88195012	88281541	WAPL	86529	-	NM_015045	88197299	88277826	19
chr10	88414313	88426216	OPN4	11903	+	NM_001030015	88414540	88425508	11
chr10	88428205	88495824	LDB3	67619	+	NM_001171610	88428448	88492733	14
chr10	88516395	88684945	BMPR1A	168550	+	NM_004329	88635775	88683476	13
chr10	88695297	88717425	MMRN2	22128	-	NM_024756	88696499	88717298	7
chr10	88718287	88723017	SNCG	4730	+	NM_003087	88718454	88722742	5
chr10	88728187	88730666	ADIRF	2479	+	NM_006829	88728301	88730339	3
chr10	88730497	88769960	AGAP11	39463	+	NM_133447	88761479	88769662	12
chr10	88780045	88784487	FAM25A	4442	+	NM_001146157	88780081	88784431	3
chr10	88809958	88854776	GLUD1	44818	-	NM_005271	88811507	88854526	13
chr10	88854952	88951222	FAM35A	96270	+	NM_019054	88911111	88950440	9
chr10	88985204	88994733	NUTM2A	9529	+	NM_001099338	88985587	88994465	7
chr10	88998423	89102315	NUTM2A-AS1	103892	-	NR_024397	89102315	89102315	6
chr10	89102167	89103331	LOC439994	1164	+	NR_029408	89103331	89103331	1
chr10	89117476	89130452	NUTM2D	12976	+	NR_075100	89130452	89130452	7
chr10	89156330	89167457	LINC00864	11127	-	NR_046091	89167457	89167457	3
chr10	89263637	89263711	MIR4678	74	+	NR_039825	89263711	89263711	1
chr10	89264222	89313218	MINPP1	48996	+	NM_004897	89264672	89312235	5
chr10	89419475	89507462	PAPSS2	87987	+	NM_001015880	89419738	89505727	13
chr10	89512874	89577917	ATAD1	65043	-	NM_032810	89514443	89574356	10
chr10	89578069	89605369	CFL1P1	27300	+	NR_028492	89605369	89605369	4
chr10	89618917	89623194	KLLN	4277	-	NM_001126049	89621707	89622244	1
chr10	89623194	89731687	PTEN	108493	+	NM_001304717	89623706	89725229	10
chr10	90033620	90343082	RNLS	309462	-	NM_018363	90034717	90342947	7
chr10	90346518	90366733	LIPJ	20215	+	NM_001010939	90350444	90366664	11
chr10	90424145	90438572	LIPF	14427	+	NM_001198830	90425297	90438438	11
chr10	90484300	90512513	LIPK	28213	+	NM_001080518	90484300	90512513	9
chr10	90521162	90537999	LIPN	16837	+	NM_001102469	90521162	90537999	9
chr10	90562486	90580303	LIPM	17817	+	NM_001128215	90562653	90580258	9
chr10	90579658	90611732	ANKRD22	32074	-	NM_144590	90582697	90611364	6
chr10	90639943	90683259	STAMBPL1	43316	+	NM_020799	90661465	90682981	11
chr10	90692440	90699731	ACTA2-AS1	7291	+	NR_125373	90699731	90699731	5
chr10	90694830	90751147	ACTA2	56317	-	NM_001141945	90694979	90708687	9
chr10	90750287	90775542	FAS	25255	+	NM_000043	90750633	90774207	9
chr10	90751180	90752732	FAS-AS1	1552	-	NR_028371	90752732	90752732	1
chr10	90823091	90823168	MIR4679-2	77	-	NR_039827	90823168	90823168	1
chr10	90823092	90823167	MIR4679-1	75	+	NR_039826	90823167	90823167	1
chr10	90965693	90967071	CH25H	1378	-	NM_003956	90966230	90967049	1
chr10	90973325	91011796	LIPA	38471	-	NM_000235	90974584	91007405	10
chr10	91061705	91069033	IFIT2	7328	+	NM_001547	91061880	91067132	2
chr10	91087575	91100725	IFIT3	13150	+	NM_001289758	91098568	91099885	3
chr10	91137812	91144962	IFIT1B	7150	+	NM_001010987	91137892	91144495	2
chr10	91152302	91166244	IFIT1	13942	+	NM_001270930	91162125	91163469	3
chr10	91174324	91180759	IFIT5	6435	+	NM_012420	91174555	91178405	2
chr10	91190050	91295313	SLC16A12	105263	-	NM_213606	91192820	91222335	8
chr10	91215747	91227908	SLC16A12-AS1	12161	+	NR_120614	91227908	91227908	3
chr10	91339253	91405329	PANK1	66076	-	NM_148977	91344162	91405059	7
chr10	91352503	91352584	MIR107	81	-	NR_029524	91352584	91352584	1
chr10	91451056	91457685	FLJ37201	6629	-	NR_026835	91457685	91457685	2
chr10	91461346	91534700	KIF20B	73354	+	NM_016195	91465051	91533805	33
chr10	91589249	91600618	LINC00865	11369	+	NR_038382	91600618	91600618	4
chr10	91675245	91717130	LINC01375	41885	-	NR_110655	91717130	91717130	4
chr10	92162277	92300562	LOC101926942	138285	-	NR_110657	92300562	92300562	7
chr10	92500575	92617671	HTR7	117096	-	NM_019859	92502238	92617428	4
chr10	92631708	92668312	RPP30	36604	+	NM_001104546	92631743	92663019	14
chr10	92671856	92681032	ANKRD1	9176	-	NM_014391	92672622	92680784	9
chr10	92707056	92751889	XLOC_008559	44833	+	NR_131214	92751889	92751889	6
chr10	92792922	92801012	LOC105378430	8090	+	NR_134319	92801012	92801012	3
chr10	92805564	92821916	LINC00502	16352	+	NR_047467	92821916	92821916	4
chr10	92911760	92912837	NUDT9P1	1077	-	NR_002779	92912837	92912837	1
chr10	92922768	93044088	PCGF5	121320	+	NM_001257101	92982628	93038073	10
chr10	93066718	93371217	HECTD2-AS1	304499	-	NR_024467	93371217	93371217	5
chr10	93170041	93274585	HECTD2	104544	+	NM_001284274	93170195	93272141	22
chr10	93388196	93392858	PPP1R3C	4662	-	NM_005398	93389683	93392726	2
chr10	93542595	93558048	TNKS2-AS1	15453	-	NR_108071	93558048	93558048	2
chr10	93558150	93625232	TNKS2	67082	+	NM_025235	93558447	93622756	27
chr10	93666344	93669258	FGFBP3	2914	-	NM_152429	93667949	93668726	2
chr10	93683735	93790080	BTAF1	106345	+	NM_003972	93683833	93788690	38
chr10	93808396	94050875	CPEB3	242479	-	NM_014912	93811968	94000107	10
chr10	94050919	94113721	MARCH5	62802	+	NM_017824	94051251	94110964	6
chr10	94178417	94179363	MARK2P9	946	+	NR_038243	94179363	94179363	1
chr10	94211440	94333852	IDE	122412	-	NM_004969	94214200	94333776	25
chr10	94352824	94415152	KIF11	62328	+	NM_004523	94353132	94413553	22
chr10	94449680	94455408	HHEX	5728	+	NM_002729	94449743	94454525	4
chr10	94594469	94819251	EXOC6	224782	+	NM_001013848	94594495	94818112	22
chr10	94821020	94828454	CYP26C1	7434	+	NM_183374	94821020	94828454	6
chr10	94833231	94837641	CYP26A1	4410	+	NM_057157	94834082	94837061	7
chr10	95066185	95242074	MYOF	175889	-	NM_013451	95066719	95241951	54
chr10	95256368	95288849	CEP55	32481	+	NM_001127182	95259808	95287910	9
chr10	95326421	95349829	FFAR4	23408	+	NM_181745	95326477	95347366	4
chr10	95351592	95360993	RBP4	9401	-	NM_006744	95351831	95360785	6
chr10	95372344	95425429	PDE6C	53085	+	NM_006204	95372482	95425175	22
chr10	95427639	95462329	FRA10AC1	34690	-	NM_145246	95429582	95459863	14
chr10	95517565	95557931	LGI1	40366	+	NM_001308275	95517901	95557543	8
chr10	95653729	95662491	SLC35G1	8762	+	NM_153226	95653790	95661247	3
chr10	95717896	95721672	PIPSL	3776	-	NR_002319	95721672	95721672	1
chr10	95753745	96088148	PLCE1	334403	+	NM_001288989	95790803	96084837	33
chr10	95841706	95868551	PLCE1-AS2	26845	-	NR_120616	95868551	95868551	8
chr10	96039046	96046827	PLCE1-AS1	7781	-	NR_033969	96046827	96046827	4
chr10	96092982	96122733	NOC3L	29751	-	NM_022451	96093933	96122595	21
chr10	96162185	96296089	TBC1D12	133904	+	NM_015188	96162370	96292853	13
chr10	96305523	96361856	HELLS	56333	+	NM_001289067	96305678	96361379	23
chr10	96443250	96495947	CYP2C18	52697	+	NM_000772	96443576	96495201	9
chr10	96522437	96612962	CYP2C19	90525	+	NM_000769	96522462	96612671	9
chr10	96698414	96749148	CYP2C9	50734	+	NM_000771	96698439	96748785	9
chr10	96796528	96829254	CYP2C8	32726	-	NM_001198855	96796884	96827406	10
chr10	96953956	96988686	ACSM6	34730	+	NM_207321	96954242	96988541	11
chr10	96997324	97050905	PDLIM1	53581	-	NM_020992	96997681	97050672	7
chr10	97071529	97321177	SORBS1	249648	-	NM_001290294	97074815	97200892	32
chr10	97365685	97416567	ALDH18A1	50882	-	NM_002860	97366518	97413134	18
chr10	97423152	97453900	TCTN3	30748	-	NM_015631	97423823	97453656	14
chr10	97471535	97637023	ENTPD1	165488	+	NM_001098175	97471713	97626140	10
chr10	97512962	97849992	ENTPD1-AS1	337030	-	NR_038444	97849992	97849992	6
chr10	97667721	97698415	C10orf131	30694	+	NM_001130446	97673182	97697966	8
chr10	97759847	97792441	CC2D2B	32594	+	NM_001159747	97763984	97791765	12
chr10	97803158	97820625	CCNJ	17467	+	NM_001134376	97804150	97817998	6
chr10	97824071	97824156	MIR3157	85	-	NR_036113	97824156	97824156	1
chr10	97889471	97923517	ZNF518A	34046	+	NM_001278524	97916079	97920530	7
chr10	97951454	98031333	BLNK	79879	-	NM_013314	97951728	98031155	17
chr10	98064084	98098321	DNTT	34237	+	NM_004088	98064254	98097981	11
chr10	98102974	98119122	OPALIN	16148	-	NM_001040103	98105697	98113212	7
chr10	98124362	98273683	TLL2	149321	-	NM_012465	98127844	98273442	21
chr10	98277866	98346809	TM9SF3	68943	-	NM_020123	98282019	98346592	15
chr10	98353068	98480279	PIK3AP1	127211	-	NM_152309	98355333	98480151	17
chr10	98588425	98588521	MIR607	96	-	NR_030338	98588521	98588521	1
chr10	98592016	98724198	LCOR	132182	+	NM_001170766	98708814	98718175	9
chr10	98741040	98745585	C10orf12	4545	+	NM_015652	98741147	98744891	1
chr10	98757794	98945683	SLIT1	187889	-	NM_003061	98760868	98945431	37
chr10	98862512	98863504	SLIT1-AS1	992	+	NR_038330	98863504	98863504	3
chr10	98912798	99052430	ARHGAP19-SLIT1	139632	-	NR_037909	99052430	99052430	15
chr10	98981929	99052430	ARHGAP19	70501	-	NM_032900	98985878	99052384	12
chr10	99079021	99081672	FRAT1	2651	+	NM_005479	99079210	99080050	1
chr10	99092253	99094458	FRAT2	2205	-	NM_012083	99093627	99094329	1
chr10	99116457	99161127	RRP12	44670	-	NM_015179	99116850	99160988	34
chr10	99185881	99193201	PGAM1	7320	+	NM_002629	99186064	99192281	4
chr10	99195665	99205768	EXOSC1	10103	-	NM_016046	99196201	99205742	8
chr10	99205887	99217127	ZDHHC16	11240	+	NM_198046	99211432	99216648	12
chr10	99218080	99258551	MMS19	40471	-	NM_001289405	99218448	99258141	32
chr10	99258638	99330967	UBTD1	72329	+	NM_024954	99258960	99330280	3
chr10	99332197	99343641	ANKRD2	11444	+	NM_020349	99332464	99343482	9
chr10	99344101	99372555	HOGA1	28454	+	NM_138413	99344460	99371416	7
chr10	99349449	99350691	C10orf62	1242	+	NM_001009997	99349654	99350326	1
chr10	99354974	99354995	MIR5692C2	21	+	NR_049868	99354995	99354995	1
chr10	99374309	99393913	MORN4	19604	-	NM_001098831	99376019	99379410	5
chr10	99400442	99436189	PI4K2A	35747	+	NM_018425	99400499	99433499	9
chr10	99437180	99447015	AVPI1	9835	-	NM_021732	99437625	99439662	3
chr10	99473464	99477909	MARVELD1	4445	+	NM_031484	99473633	99474155	2
chr10	99496877	99520664	ZFYVE27	23787	+	NM_144588	99498234	99519057	13
chr10	99526507	99531756	SFRP5	5249	-	NM_003015	99527270	99531590	3
chr10	99588234	99609555	LINC00866	21321	-	NR_108035	99609555	99609555	3
chr10	99609994	99631335	GOLGA7B	21341	+	NM_001010917	99610060	99625457	5
chr10	99624756	99790585	CRTAC1	165829	-	NM_018058	99625304	99790229	15
chr10	99894380	100004654	R3HCC1L	110274	+	NM_001256619	99967871	100003915	11
chr10	100007442	100028007	LOXL4	20565	-	NM_032211	100008677	100022776	15
chr10	100143321	100174978	PYROXD2	31657	-	NM_032709	100143554	100174892	16
chr10	100154974	100155064	MIR1287	90	-	NR_031619	100155064	100155064	1
chr10	100175954	100206720	HPS1	30766	-	NM_000195	100177320	100202997	20
chr10	100191048	100191117	MIR4685	69	-	NR_039833	100191117	100191117	1
chr10	100206077	100213562	LOC101927278	7485	+	NR_134452	100213562	100213562	4
chr10	100216833	100995632	HPSE2	778799	-	NM_001166246	100221542	100995559	13
chr10	100684255	100684325	MIR6507	70	-	NR_106762	100684325	100684325	1
chr10	101088855	101154087	CNNM1	65232	+	NM_020348	101089144	101151273	11
chr10	101156626	101190530	GOT1	33904	-	NM_002079	101157303	101190322	9
chr10	101286106	101290934	LINC01475	4828	-	NR_120618	101290934	101290934	5
chr10	101292689	101296280	NKX2-3	3591	+	NM_145285	101292888	101295478	2
chr10	101370274	101380221	SLC25A28	9947	-	NM_031212	101370605	101380092	4
chr10	101419262	101471002	ENTPD7	51740	+	NM_020354	101419713	101464440	13
chr10	101468504	101492423	COX15	23919	-	NM_004376	101473170	101491806	9
chr10	101491957	101515894	CUTC	23937	+	NM_015960	101492105	101515496	9
chr10	101542354	101611949	ABCC2	69595	+	NM_000392	101542601	101611388	32
chr10	101635333	101769676	DNMBP	134343	-	NM_015221	101636907	101731881	17
chr10	101686965	101718755	DNMBP-AS1	31790	+	NR_024130	101718755	101718755	5
chr10	101802064	101841642	CPN1	39578	-	NM_001308	101802183	101841382	9
chr10	101909846	101945814	ERLIN1	35968	-	NM_001100626	101911887	101945383	12
chr10	101948123	101989344	CHUK	41221	-	NM_001278	101949354	101989289	21
chr10	101992052	102027438	CWF19L1	35386	-	NM_018294	101992983	102027350	14
chr10	101996912	101997059	SNORA12	147	-	NR_002954	101997059	101997059	1
chr10	102033034	102046469	BLOC1S2	13435	-	NM_001282436	102035218	102042693	6
chr10	102047902	102090243	PKD2L1	42341	-	NM_001253837	102048152	102089697	16
chr10	102106771	102124588	SCD	17817	+	NM_005063	102107261	102120690	6
chr10	102133332	102148111	OLMALINC	14779	+	NR_026762	102148111	102148111	3
chr10	102222811	102243399	WNT8B	20588	+	NM_003393	102222925	102242573	6
chr10	102246402	102279595	SEC31B	33193	-	NM_015490	102247372	102276709	26
chr10	102283485	102289680	NDUFB8	6195	-	NM_005004	102283593	102289608	5
chr10	102295640	102313681	HIF1AN	18041	+	NM_017902	102295715	102307894	8
chr10	102495465	102589698	PAX2	94233	+	NM_001304569	102495465	102587376	11
chr10	102672325	102724891	SLF2	52566	+	NM_018121	102672867	102721669	20
chr10	102732285	102745373	SEMA4G	13088	+	NM_017893	102732669	102743888	14
chr10	102734741	102734841	MIR608	100	+	NR_030339	102734841	102734841	1
chr10	102737578	102747272	MRPL43	9694	-	NM_176792	102739009	102747200	5
chr10	102747292	102754158	C10orf2	6866	+	NM_021830	102747967	102753267	5
chr10	102756863	102767593	LZTS2	10730	+	NM_032429	102762295	102766925	5
chr10	102767439	102790914	PDZD7	23475	-	NM_001195263	102768223	102789976	17
chr10	102790995	102800998	SFXN3	10003	+	NM_030971	102792230	102799342	12
chr10	102820998	102825351	KAZALD1	4353	+	NM_030929	102822349	102824677	5
chr10	102849077	102890903	TLX1NB	41826	-	NR_130723	102890903	102890903	3
chr10	102891060	102897546	TLX1	6486	+	NM_005521	102891298	102896670	3
chr10	102936078	102953904	LINC01514	17826	+	NR_120620	102953904	102953904	6
chr10	102986732	102988717	LBX1	1985	-	NM_006562	102987026	102988572	2
chr10	102989350	102998616	LBX1-AS1	9266	+	NR_029380	102998616	102998616	3
chr10	103012577	103023307	LOC101927419	10730	-	NR_120621	103023307	103023307	3
chr10	103113789	103317078	BTRC	203289	+	NM_033637	103113937	103310617	15
chr10	103338638	103348027	POLL	9389	-	NM_001174084	103339209	103347117	9
chr10	103348088	103369410	DPCD	21322	+	NM_015448	103348093	103369228	6
