uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YCR104W	chrIII	+	307800	308175	307800	308175	1	307800,	308175,	P25610	Member of the seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme	PAU3	375	375
YCR105W	chrIII	+	309069	310155	309069	310155	1	309069,	310155,	P25377	NADPH-dependent medium chain alcohol dehydrogenase with broad substrate specificity  member of the cinnamyl family of alcohol dehydrogenases  may be involved in fusel alcohol synthesis or in aldehyde tolerance	ADH7	1086	1086
YCR106W	chrIII	+	310957	313456	310957	313456	1	310957,	313456,	P25611	Zinc cluster transcription factor involved in conferring resistance to cycloheximide	RDS1	2499	2499
YCR107W	chrIII	+	313889	314981	313889	314981	1	313889,	314981,	P25612	Putative aryl-alcohol dehydrogenase  similar to P. chrysosporium aryl-alcohol dehydrogenase  mutational analysis has not yet revealed a physiological role	AAD3	1092	1092
YCR108C	chrIII	-	315996	316188	315996	316188	1	315996,	316188,	Q3E819	Putative protein of unknown function  identified by fungal homology and RT-PCR	YCR108C	192	192
YGL196W	chrVII	+	129882	131169	129882	131169	1	129882,	131169,	P53095	D-serine dehydratase (aka D-serine ammonia-lyase)  converts D-serine to pyruvate and ammonia by a reaction dependent on pyridoxal 5'-phosphate and zinc  may play a role in D-serine detoxification  L-serine is not a substrate	DSD1	1287	1287
YGL131C	chrVII	-	261647	265859	261647	265859	1	261647,	265859,	P53127	DNA binding protein with similarity to the S. pombe Snt2 protein  computational analysis suggests a role in regulation of expression of genes encoding amine transporters	SNT2	4212	4212
YGL059W	chrVII	+	392222	393698	392222	393698	1	392222,	393698,	P53170	Mitochondrial protein kinase that negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit  acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p	PKP2	1476	1476
YGR017W	chrVII	+	523786	524680	523786	524680	1	523786,	524680,	P53210	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm	YGR017W	894	894
YGR088W	chrVII	+	654633	656322	654633	656322	1	654633,	656322,	P06115	Cytosolic catalase T, has a role in protection from oxidative damage by hydrogen peroxide	CTT1	1689	1689
YGR147C	chrVII	-	786053	786920	786053	786920	1	786053,	786920,	P37293	Protein with an apparent role in acetylation of N-terminal methionine residues	NAT2	867	867
YGR212W	chrVII	+	917039	918446	917039	918446	1	917039,	918446,	P53304	N-acetyltransferase, confers resistance to the sphingolipid biosynthesis inhibitor myriocin (ISP-1) by converting it into N-acetyl-myriocin, co-operates with Ypk1p in mediating resistance to myriocin	SLI1	1407	1407
YGL263W	chrVII	+	2789	3932	2789	3932	1	2789,	3932,	P53053	Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins	COS12	1143	1143
YGL262W	chrVII	+	5311	5839	5311	5839	1	5311,	5839,	P53054	Putative protein of unknown function  null mutant displays elevated sensitivity to expression of a mutant huntingtin fragment or of alpha-synuclein  YGL262W is not an essential gene	YGL262W	528	528
YGL261C	chrVII	-	6289	6652	6289	6652	1	6289,	6652,	P0CE93	Putative protein of unknown function and member of the seripauperin multigene family encoded mainly in subtelomeric regions  mRNA expression appears to be regulated by SUT1 and UPC2	PAU11	363	363
YGL260W	chrVII	+	6859	7090	6859	7090	1	6859,	7090,	P53056	Putative protein of unknown function  transcription is significantly increased in a NAP1 deletion background  deletion mutant has increased accumulation of nickel and selenium	YGL260W	231	231
YGL259W	chrVII	+	8469	8967	8469	8967	1	8469,	8967,	P53057	Protein with similarity to GPI-anchored aspartic proteases such as Yap1p and Yap3p	YPS5	498	498
YGL258W-A	chrVII	+	9161	9395	9161	9395	1	9161,	9395,	Q3E740	Putative protein of unknown function	YGL258W-A	234	234
YGL258W	chrVII	+	11109	11730	11109	11730	1	11109,	11730,	P53058	Protein of unknown function  highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants	VEL1	621	621
YGL257C	chrVII	-	12480	14157	12480	14157	1	12480,	14157,	P53059	Mannosyltransferase involved in adding the 4th and 5th mannose residues of O-linked glycans	MNT2	1677	1677
YGL256W	chrVII	+	15158	16307	15158	16307	1	15158,	16307,	P10127	Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases  transcription is induced in response to zinc deficiency	ADH4	1149	1149
YGL255W	chrVII	+	20977	22108	20977	22108	1	20977,	22108,	P32804	High-affinity zinc transporter of the plasma membrane, responsible for the majority of zinc uptake  transcription is induced under low-zinc conditions by the Zap1p transcription factor	ZRT1	1131	1131
YGL254W	chrVII	+	22303	23203	22303	23203	1	22303,	23203,	P32805	Transcription factor involved in sulfite metabolism, sole identified regulatory target is SSU1, overexpression suppresses sulfite-sensitivity of many unrelated mutants due to hyperactivation of SSU1, contains five zinc fingers	FZF1	900	900
YGL253W	chrVII	+	23934	25395	23934	25395	1	23934,	25395,	P04807	Hexokinase isoenzyme 2 that catalyzes phosphorylation of glucose in the cytosol  predominant hexokinase during growth on glucose  functions in the nucleus to repress expression of HXK1 and GLK1 and to induce expression of its own gene	HXK2	1461	1461
YGL252C	chrVII	-	25717	27484	25717	27484	1	25717,	27484,	P32608	Sensor of mitochondrial dysfunction  regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG) and TOR pathways  Rtg2p is inhibited by the phosphorylated form of Mks1p	RTG2	1767	1767
YGL251C	chrVII	-	27920	31636	27920	31636	2	27920,31578,	31426,31636,	P51979	Meiosis specific DNA helicase involved in the conversion of double-stranded breaks to later recombination intermediates and in crossover control  catalyzes the unwinding of Holliday junctions  has ssDNA and dsDNA stimulated ATPase activity	HFM1	3716	3716
YGL250W	chrVII	+	31909	32635	31909	32635	1	31909,	32635,	P53060	Protein required for meiotic recombination and gene conversion  null mutant displays reduced PIS1 expression and growth defects on non-fermentable carbon sources and minimal media  GFP-fusion protein localizes to both cytoplasm and nucleus	RMR1	726	726
YGL249W	chrVII	+	33097	35212	33097	35212	1	33097,	35212,	P53061	Meiosis-specific protein involved in normal synaptonemal complex formation and pairing between homologous chromosomes during meiosis	ZIP2	2115	2115
YGL248W	chrVII	+	35652	36762	35652	36762	1	35652,	36762,	P22434	Low-affinity cyclic AMP phosphodiesterase, controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway  glucose induces transcription and inhibits translation	PDE1	1110	1110
YGL247W	chrVII	+	36932	37526	36932	37526	1	36932,	37526,	P53062	Essential nuclear envelope integral membrane protein required for nuclear envelope morphology, nuclear pore complex localization, nuclear export  exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism	BRR6	594	594
YGL246C	chrVII	-	37616	38780	37616	38780	1	37616,	38780,	P53063	Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7-methylguanosine cap structures  binds to and stabilizes the exoribonuclease Rat1p  required for pre-rRNA processing  homologous to human DOM3Z	RAI1	1164	1164
YGL245W	chrVII	+	39022	41149	39022	41149	1	39022,	41149,	P46655	Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p  complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm	GUS1	2127	2127
YGL244W	chrVII	+	41497	43174	41497	43174	1	41497,	43174,	P53064	Subunit of the RNA polymerase II-associated Paf1 complex  directly or indirectly regulates DNA-binding properties of Spt15p and relative activities of different TATA elements  involved in telomere maintenance  involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay	RTF1	1677	1677
YGL243W	chrVII	+	43306	44509	43306	44509	1	43306,	44509,	P53065	tRNA-specific adenosine deaminase, deaminates adenosine-37 to inosine in tRNA-Ala	TAD1	1203	1203
YGL242C	chrVII	-	44651	45197	44651	45197	1	44651,	45197,	P53066	Putative protein of unknown function  deletion mutant is viable	YGL242C	546	546
YGL241W	chrVII	+	45444	48459	45444	48459	1	45444,	48459,	P53067	Karyopherin, responsible for nuclear import of Spt15p, Sua7p, histones H2A and H2B, and Nap1p  amino terminus shows similarity to those of other importins, particularly Cse1p  localization is primarily nuclear	KAP114	3015	3015
YGL240W	chrVII	+	48612	49365	48612	49365	1	48612,	49365,	P53068	Processivity factor required for the ubiquitination activity of the anaphase promoting complex (APC), mediates the activity of the APC by contributing to substrate recognition  involved in cyclin proteolysis  contains a conserved DOC1 homology domain	DOC1	753	753
YGL239C	chrVII	-	49430	49745	49430	49745	1	49430,	49745,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene CSE1	YGL239C	315	315
YGL238W	chrVII	+	49551	52434	49551	52434	1	49551,	52434,	P33307	Nuclear envelope protein that mediates the nuclear export of importin alpha (Srp1p), homolog of metazoan CAS protein, required for accurate chromosome segregation	CSE1	2883	2883
YGL237C	chrVII	-	52730	53528	52730	53528	1	52730,	53528,	P06774	Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression  contains sequences sufficient for both complex assembly and DNA binding	HAP2	798	798
YGL236C	chrVII	-	53786	55796	53786	55796	1	53786,	55796,	P53070	Mitochondrial protein, forms a heterodimer complex with Mss1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs  required for respiration in paromomycin-resistant 15S rRNA mutants	MTO1	2010	2010
YGL235W	chrVII	+	55278	55815	55278	55815	1	55278,	55815,	P53071	Putative protein of unknown function  potential Cdc28p substrate  null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2	YGL235W	537	537
YGL234W	chrVII	+	56481	58890	56481	58890	1	56481,	58890,	P07244	Bifunctional enzyme of the 'de novo' purine nucleotide biosynthetic pathway, contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities	ADE5,7	2409	2409
YGL233W	chrVII	+	59121	61854	59121	61854	1	59121,	61854,	P22224	Essential 113kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which mediates polarized targeting of vesicles to active sites of exocytosis  Sec15p associates with Sec4p and vesicles	SEC15	2733	2733
YGL232W	chrVII	+	62074	63002	62074	63002	2	62074,62189,	62131,63002,	P53072	Putative tRNA acetyltransferase, RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA	TAN1	928	928
YGL231C	chrVII	-	63047	63620	63047	63620	1	63047,	63620,	P53073	Member of a transmembrane complex required for efficient folding of proteins in the ER  null mutant displays induction of the unfolded protein response  human ortholog TMEM85 may function in apoptosis	EMC4	573	573
YGL230C	chrVII	-	63771	64215	63771	64215	1	63771,	64215,	P53074	Putative protein of unknown function  non-essential gene	YGL230C	444	444
YGL229C	chrVII	-	64502	66959	64502	66959	1	64502,	66959,	P53036	Protein required for function of the Sit4p protein phosphatase, member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p	SAP4	2457	2457
YGL228W	chrVII	+	67597	69331	67597	69331	1	67597,	69331,	P53075	Putative glycosylphosphatidylinositol (GPI)-anchored protein of unknown function  overexpression causes growth arrest	SHE10	1734	1734
YGL227W	chrVII	+	69670	72547	69670	72547	1	69670,	72547,	P53076	Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase)  binds FBPase  shifts the balance of nitrogen metabolism toward glutamate production  localizes to the nucleus and the cytoplasm	VID30	2877	2877
YGL226C-A	chrVII	-	72748	73158	72748	73158	2	72748,73137,	72988,73158,	Q92316	Zeta subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins	OST5	410	410
YGL226W	chrVII	+	73339	73711	73339	73711	1	73339,	73711,	P53077	Protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion  mtc3 is synthetically sick with cdc13-1	MTC3	372	372
YGL225W	chrVII	+	76893	77907	76893	77907	1	76893,	77907,	P40107	Golgi GDP-mannose transporter  regulates Golgi function and glycosylation in Golgi	VRG4	1014	1014
YGL224C	chrVII	-	78014	78857	78014	78857	1	78014,	78857,	P53078	Pyrimidine nucleotidase  overexpression suppresses the 6-AU sensitivity of transcription elongation factor S-II, as well as resistance to other pyrimidine derivatives	SDT1	843	843
YGL223C	chrVII	-	79111	80365	79111	80365	1	79111,	80365,	P53079	Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments	COG1	1254	1254
YGL222C	chrVII	-	80658	81186	80658	81186	1	80658,	81186,	P53080	RNA-binding protein, activates mRNA decapping directly by binding to the mRNA substrate and enhancing the activity of the decapping proteins Dcp1p and Dcp2p  has a role in translation during heat stress	EDC1	528	528
YGL221C	chrVII	-	81425	82292	81425	82292	1	81425,	82292,	P53081	Protein of unknown function, similar to Listeria monocytogenes major sigma factor (rpoD gene product)  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	NIF3	867	867
YGL220W	chrVII	+	82373	82736	82373	82736	1	82373,	82736,	P53082	Protein involved in negative regulation of transcription of iron regulon  forms an iron independent complex with Fra2p, Grx3p, and Grx4p  null mutant fails to repress iron regulon and is sensitive to nickel	FRA2	363	363
YGL219C	chrVII	-	82877	84257	82877	84257	1	82877,	84257,	P53083	Mitochondrial component of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth	MDM34	1380	1380
YGL218W	chrVII	+	83649	84300	83649	84300	1	83649,	84300,	n/a	Dubious open reading frame, unlikely to encode a protein  not conserved in closely related Saccharomyces species  93% of ORF overlaps the verified gene MDM34  deletion in cyr1 mutant results in loss of stress resistance	YGL218W	651	651
YGL217C	chrVII	-	84838	85180	84838	85180	1	84838,	85180,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF KIP3/YGL216W	YGL217C	342	342
YGL216W	chrVII	+	84884	87302	84884	87302	1	84884,	87302,	P53086	Kinesin-related motor protein involved in mitotic spindle positioning	KIP3	2418	2418
YGL215W	chrVII	+	87980	89339	87980	89339	1	87980,	89339,	P35190	Cyclin-like protein that interacts with Pho85p  has sequence similarity to G1 cyclins PCL1 and PCL2	CLG1	1359	1359
YGL214W	chrVII	+	90009	90495	90009	90495	1	90009,	90495,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  deletion mutation phenotype is likely due to the overlapping verified ORF SKI8/YGL213C	YGL214W	486	486
YGL213C	chrVII	-	90053	91247	90053	91247	1	90053,	91247,	Q02793	Ski complex component and WD-repeat protein, mediates 3'-5' RNA degradation by the cytoplasmic exosome  also required for meiotic double-strand break recombination  null mutants have superkiller phenotype	SKI8	1194	1194
YGL212W	chrVII	+	91431	92382	91431	92382	1	91431,	92382,	P32912	Vacuolar SNARE protein that functions with Vam3p in vacuolar protein trafficking  has an N-terminal PX domain (phosphoinositide-binding module) that binds PtdIns-3-P and mediates membrane binding  SNAP-25 homolog	VAM7	951	951
YGL211W	chrVII	+	92511	93591	92511	93591	1	92511,	93591,	P53088	Protein required for thiolation of the uridine at the wobble position of Gln, Lys, and Glu tRNAs  has a role in urmylation and in invasive and pseudohyphal growth  inhibits replication of Brome mosaic virus in S. cerevisiae	NCS6	1080	1080
YGL210W	chrVII	+	93791	94460	93791	94460	1	93791,	94460,	P51996	Rab family GTPase, very similar to Ypt31p  involved in the exocytic pathway  mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi	YPT32	669	669
YGL209W	chrVII	+	95857	97006	95857	97006	1	95857,	97006,	P53035	Protein containing zinc fingers, involved in repression, along with Mig1p, of SUC2 (invertase) expression by high levels of glucose  binds to Mig1p-binding sites in SUC2 promoter	MIG2	1149	1149
YGL208W	chrVII	+	97337	98585	97337	98585	1	97337,	98585,	P34164	One of three beta subunits of the Snf1 serine/threonine protein kinase complex involved in the response to glucose starvation  null mutants exhibit accelerated aging  N-myristoylprotein localized to the cytoplasm and the plasma membrane	SIP2	1248	1248
YGL207W	chrVII	+	98968	102076	98968	102076	1	98968,	102076,	P32558	Subunit of the heterodimeric FACT complex (Spt16p-Pob3p), which associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases	SPT16	3108	3108
YGL206C	chrVII	-	102542	107504	102542	107504	1	102542,	107504,	P22137	Clathrin heavy chain, subunit of the major coat protein involved in intracellular protein transport and endocytosis  two heavy chains form the clathrin triskelion structural component  the light chain (CLC1) is thought to regulate function	CHC1	4962	4962
YGL205W	chrVII	+	108157	110404	108157	110404	1	108157,	110404,	P13711	Fatty-acyl coenzyme A oxidase, involved in the fatty acid beta-oxidation pathway  localized to the peroxisomal matrix	POX1	2247	2247
YGL204C	chrVII	-	111699	112005	111699	112005	1	111699,	112005,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YGL204C	306	306
YGL203C	chrVII	-	112474	114664	112474	114664	1	112474,	114664,	P09620	Protease involved in the processing of killer toxin and alpha factor precursor  cleaves Lys and Arg residues from the C-terminus of peptides and proteins	KEX1	2190	2190
YGL202W	chrVII	+	116058	117561	116058	117561	1	116058,	117561,	P53090	Aromatic aminotransferase I, expression is regulated by general control of amino acid biosynthesis	ARO8	1503	1503
YGL201C	chrVII	-	117853	120907	117853	120907	1	117853,	120907,	P53091	Protein involved in DNA replication  component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex  forms a subcomplex with Mcm4p and Mcm7p	MCM6	3054	3054
YGL200C	chrVII	-	122693	123305	122693	123305	1	122693,	123305,	P32803	Component of the p24 complex  binds to GPI anchor proteins and mediates their efficient transport from the ER to the Golgi  integral membrane protein that associates with endoplasmic reticulum-derived COPII-coated vesicles	EMP24	612	612
YGL199C	chrVII	-	123571	124042	123571	124042	1	123571,	124042,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF YIP4/YGL198W	YGL199C	471	471
YGL198W	chrVII	+	123590	124298	123590	124298	1	123590,	124298,	P53093	Protein that interacts with Rab GTPases, localized to late Golgi vesicles  computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport	YIP4	708	708
YGL197W	chrVII	+	124697	129161	124697	129161	1	124697,	129161,	P53094	Putative component of the TOR regulatory pathway  negative regulator of early meiotic gene expression  required, with Pmd1p, for growth under alkaline conditions  has an N-terminal kelch-like domain	MDS3	4464	4464
YGL195W	chrVII	+	131524	139543	131524	139543	1	131524,	139543,	P33892	Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p  proposed to stimulate Gcn2p activation by an uncharged tRNA	GCN1	8019	8019
YGL194C-A	chrVII	-	139718	139961	139718	139961	1	139718,	139961,	Q2V2P6	Putative protein of unknown function, identified based on comparisons of the genome sequences of six Saccharomyces species	YGL194C-A	243	243
YGL194C	chrVII	-	140367	141726	140367	141726	1	140367,	141726,	P53096	Histone deacetylase required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails  subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity	HOS2	1359	1359
YGL193C	chrVII	-	141915	142227	141915	142227	1	141915,	142227,	P53097	Haploid-specific gene repressed by a1-alpha2, turned off in sir3 null strains, absence enhances the sensitivity of rad52-327 cells to campothecin almost 100-fold	YGL193C	312	312
YGL192W	chrVII	+	142245	144048	142245	144048	1	142245,	144048,	P41833	Probable mRNA N6-adenosine methyltransferase required for entry into meiosis  transcribed in diploid cells  haploids repress IME4 transcription via production of antisense IME4 transcripts  antisense transcription is repressed in diploids	IME4	1803	1803
YGL191W	chrVII	+	144807	145197	144807	145197	1	144807,	145197,	P32799	Subunit VIa of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain  not essential for cytochrome c oxidase activity but may modulate activity in response to ATP	COX13	390	390
YGL190C	chrVII	-	145808	147389	145808	147389	1	145808,	147389,	Q00362	Non-essential regulatory subunit B of protein phosphatase 2A (PP2A)  involved in regulation of mitotic exit  required for correct nuclear division and chromosome segregation in meiosis  maintains sequestration of the phosphatase Cdc14p in nucleolus during early meiosis, which is essential for meiosis I spindle assembly  limits formation of PP2A-Rts1p holocomplexes to ensure timely dissolution of sister chromosome cohesion  found in nucleus, bud neck and bud of most cells	CDC55	1581	1581
YGL189C	chrVII	-	148228	148588	148228	148588	1	148228,	148588,	P39938	Protein component of the small (40S) ribosomal subunit  nearly identical to Rps26Bp and has similarity to rat S26 ribosomal protein	RPS26A	360	360
YGL188C-A	chrVII	-	148823	148964	148823	148964	1	148823,	148964,	Q8TGU1	Putative protein of unknown function	YGL188C-A	141	141
YGL188C	chrVII	-	149342	149516	149342	149516	1	149342,	149516,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YGL188C	174	174
YGL187C	chrVII	-	149703	150171	149703	150171	1	149703,	150171,	P04037	Subunit IV of cytochrome c oxidase, the terminal member of the mitochondrial inner membrane electron transport chain  precursor N-terminal 25 residues are cleaved during mitochondrial import  phosphorylated  spermidine enhances translation	COX4	468	468
YGL186C	chrVII	-	151036	152776	151036	152776	1	151036,	152776,	P53099	Plasma membrane pyridoxine (vitamin B6) transporter  member of the purine-cytosine permease subfamily within the major facilitator superfamily  proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p	TPN1	1740	1740
YGL185C	chrVII	-	153166	154306	153166	154306	1	153166,	154306,	P53100	Putative protein with sequence similarity to hydroxyacid dehydrogenases  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	YGL185C	1140	1140
YGL184C	chrVII	-	154614	156012	154614	156012	1	154614,	156012,	P53101	Peroxisomal cystathionine beta-lyase, converts cystathionine into homocysteine  may be redox regulated by Gto1p	STR3	1398	1398
YGL183C	chrVII	-	156542	157285	156542	157285	2	156542,157282,	157199,157285,	P53102	Protein required for recombination and meiotic nuclear division  forms a complex with Hop2p, which is involved in chromosome pairing and repair of meiotic double-strand breaks	MND1	743	743
YGL182C	chrVII	-	157272	157596	157272	157596	1	157272,	157596,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF MND1/YGL183C	YGL182C	324	324
YGL181W	chrVII	+	157905	159096	157905	159096	1	157905,	159096,	P40956	Protein involved in Arf3p regulation and in transcription regulation  localizes to the nucleus and to endocytic patches  contains an N-terminal Zn-finger and ArfGAP homology domain, a C-terminal glutamine-rich region, and a UBA (ubiquitin associated) domain  gts1 mutations affect budding, cell size, heat tolerance, sporulation, life span, ultradian rhythms, endocytosis  expression oscillates in a pattern similar to metabolic oscillations	GTS1	1191	1191
YGL180W	chrVII	+	160064	162758	160064	162758	1	160064,	162758,	P53104	Protein ser/thr kinase required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  structurally required for phagophore assembly site formation  during autophagy forms a complex with Atg13p and Atg17p	ATG1	2694	2694
YGL179C	chrVII	-	163408	165091	163408	165091	1	163408,	165091,	P43637	Protein kinase, related to and functionally redundant with Elm1p and Sak1p for the phosphorylation and activation of Snf1p  functionally orthologous to LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome	TOS3	1683	1683
YGL178W	chrVII	+	167351	170571	167351	170571	2	167351,167994,	167354,170571,	P39016	Member of the Puf family of RNA-binding proteins  binds to mRNAs encoding chromatin modifiers and spindle pole body components  involved in longevity, maintenance of cell wall integrity, and sensitivity to and recovery from pheromone arrest	MPT5	3220	3220
YGL177W	chrVII	+	167558	167906	167558	167906	1	167558,	167906,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YGL177W	348	348
YGL176C	chrVII	-	171414	173079	171414	173079	1	171414,	173079,	P46945	Putative protein of unknown function  deletion mutant is viable and has no detectable phenotype	YGL176C	1665	1665
YGL175C	chrVII	-	173284	174322	173284	174322	1	173284,	174322,	P46946	Endonuclease that processes hairpin DNA structures with the MRX complex  involved in meiotic and mitotic double-strand break repair  phosphorylated in response to DNA damage and required for normal resistance to DNA-damaging agents	SAE2	1038	1038
YGL174W	chrVII	+	174544	175345	174544	175345	1	174544,	175345,	P46947	Subunit of the RES complex, which is required for nuclear pre-mRNA retention and splicing  involved in bud-site selection  diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern	BUD13	801	801
YGL173C	chrVII	-	175526	180113	175526	180113	1	175526,	180113,	P22147	Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay  plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance	KEM1	4587	4587
YGL172W	chrVII	+	180699	182118	180699	182118	1	180699,	182118,	Q02199	Subunit of the Nsp1p-Nup57p-Nup49p-Nic96p subcomplex of the nuclear pore complex (NPC), required for nuclear export of ribosomes	NUP49	1419	1419
YGL171W	chrVII	+	182389	184084	182389	184084	1	182389,	184084,	P45818	ATP-dependent RNA helicase of the DEAD box family  required for 18S rRNA synthesis	ROK1	1695	1695
YGL170C	chrVII	-	184152	185394	184152	185394	1	184152,	185394,	P45819	Component of the meiotic outer plaque of the spindle pole body, involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation	SPO74	1242	1242
YGL169W	chrVII	+	186058	187339	186058	187339	1	186058,	187339,	P32579	Single-stranded telomeric DNA-binding protein, required for normal telomere length  null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA  member of conserved YrdC/Sua5 family	SUA5	1281	1281
YGL168W	chrVII	+	187463	187796	187463	187796	1	187463,	187796,	P45820	Protein of unknown function  reported null mutant phenotype of hydroxyurea sensitivity may be due to effects on overlapping PMR1 gene	HUR1	333	333
YGL167C	chrVII	-	187615	190468	187615	190468	1	187615,	190468,	P13586	High affinity Ca2+/Mn2+ P-type ATPase required for Ca2+ and Mn2+ transport into Golgi  involved in Ca2+ dependent protein sorting and processing  mutations in human homolog ATP2C1 cause acantholytic skin condition Hailey-Hailey disease	PMR1	2853	2853
YGL166W	chrVII	+	191128	191806	191128	191806	1	191128,	191806,	P15315	Copper-binding transcription factor  activates transcription of the metallothionein genes CUP1-1 and CUP1-2 in response to elevated copper concentrations	CUP2	678	678
YGL165C	chrVII	-	191397	191976	191397	191976	1	191397,	191976,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF CUP2/YGL166W	YGL165C	579	579
YGL164C	chrVII	-	191977	193300	191977	193300	1	191977,	193300,	P53107	RanGTP-binding protein, inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p)  shares similarity to proteins in other fungi but not in higher eukaryotes	YRB30	1323	1323
YGL163C	chrVII	-	193706	196403	193706	196403	1	193706,	196403,	P32863	DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA  involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis  member of the SWI/SNF family	RAD54	2697	2697
YGL162W	chrVII	+	198137	199037	198137	199037	1	198137,	199037,	P53032	Transcription factor of the Zn[II]2Cys6 family involved in sterol uptake  involved in induction of hypoxic gene expression	SUT1	900	900
YGL161C	chrVII	-	199209	200142	199209	200142	1	199209,	200142,	P53108	Protein that interacts with Rab GTPases, localized to late Golgi vesicles  computational analysis of large-scale protein-protein interaction data suggests a possible role in vesicle-mediated transport	YIP5	933	933
