uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YGR232W	chrVII	+	953962	954649	953962	954649	1	953962,	954649,	P50086	Regulatory, non-ATPase subunit of the 26S proteasome  homolog of the human oncoprotein gankyrin, which interacts with the retinoblastoma tumor suppressor (Rb) and cyclin-dependent kinase 4/6	NAS6	687	687
YGR233C	chrVII	-	954676	958213	954676	958213	1	954676,	958213,	P17442	Cyclin-dependent kinase (CDK) inhibitor, regulates Pho80p-Pho85p and Pcl7p-Pho85p cyclin-CDK complexes in response to phosphate levels  inhibitory activity for Pho80p-Pho85p requires myo-D-inositol heptakisphosphate (IP7) generated by Vip1p	PHO81	3537	3537
YGR234W	chrVII	+	959907	961107	959907	961107	1	959907,	961107,	P39676	Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification  plays a role in the oxidative and nitrosative stress responses	YHB1	1200	1200
YGR235C	chrVII	-	961363	962065	961363	962065	1	961363,	962065,	P50087	Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YGR235C	702	702
YGR236C	chrVII	-	962533	962821	962533	962821	1	962533,	962821,	P50088	Protein required for survival at high temperature during stationary phase  not required for growth on nonfermentable carbon sources  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YGR236C	288	288
YGR237C	chrVII	-	963302	965660	963302	965660	1	963302,	965660,	P50089	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	YGR237C	2358	2358
YGR238C	chrVII	-	966043	968692	966043	968692	1	966043,	968692,	P50090	Protein that functions in a complex with Kel1p to negatively regulate mitotic exit, interacts with Tem1p and Lte1p  localizes to regions of polarized growth  potential Cdc28p substrate	KEL2	2649	2649
YGR239C	chrVII	-	969191	970058	969191	970058	1	969191,	970058,	P50091	Peroxin required for targeting of peroxisomal matrix proteins containing PTS2  interacts with Pex7p  partially redundant with Pex18p	PEX21	867	867
YGR240C	chrVII	-	970775	973739	970775	973739	1	970775,	973739,	P16861	Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes	PFK1	2964	2964
YGR240C-A	chrVII	-	974581	974782	974581	974782	1	974581,	974782,	Q3E786	Putative protein of unknown function  identified by fungal homology and RT-PCR	YGR240C-A	201	201
YGR241C	chrVII	-	974879	976586	974879	976586	1	974879,	976586,	P53309	Protein involved in clathrin cage assembly  binds Pan1p and clathrin  homologous to Yap1801p, member of the AP180 protein family	YAP1802	1707	1707
YGR242W	chrVII	+	976419	976728	976419	976728	1	976419,	976728,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF YAP1802/YGR241C	YGR242W	309	309
YGR243W	chrVII	+	977340	977781	977340	977781	1	977340,	977781,	P53311	Putative protein of unknown function  expression regulated by osmotic and alkaline stresses  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YGR243W	441	441
YGR244C	chrVII	-	978040	979324	978040	979324	1	978040,	979324,	P53312	Beta subunit of succinyl-CoA ligase, which is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate	LSC2	1284	1284
YGR245C	chrVII	-	979769	982073	979769	982073	1	979769,	982073,	P53313	Highly conserved nuclear protein required for actin cytoskeleton organization and passage through Start, plays a critical role in G1 events, binds Nap1p, also involved in 60S ribosome biogenesis	SDA1	2304	2304
YGR246C	chrVII	-	982486	984277	982486	984277	1	982486,	984277,	P29056	TFIIIB B-related factor, one of three subunits of RNA polymerase III transcription initiation factor TFIIIB, binds TFIIIC and TBP and recruits RNA pol III to promoters, amino-terminal half is homologous to TFIIB	BRF1	1791	1791
YGR247W	chrVII	+	984970	985690	984970	985690	1	984970,	985690,	P53314	Cyclic nucleotide phosphodiesterase, hydrolyzes ADP-ribose 1'', 2''-cyclic phosphate to ADP-ribose 1''-phosphate  may have a role in tRNA splicing  no detectable phenotype is conferred by null mutation or by overexpression	CPD1	720	720
YGR248W	chrVII	+	985976	986744	985976	986744	1	985976,	986744,	P53315	6-phosphogluconolactonase with similarity to Sol3p	SOL4	768	768
YGR249W	chrVII	+	988053	989424	988053	989424	1	988053,	989424,	P53050	Protein similar to heat shock transcription factor  multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants	MGA1	1371	1371
YGR250C	chrVII	-	991180	993526	991180	993526	1	991180,	993526,	P53316	Putative RNA binding protein  localizes to stress granules induced by glucose deprivation	YGR250C	2346	2346
YGR251W	chrVII	+	995643	996234	995643	996234	1	995643,	996234,	P53317	Essential protein required for maturation of 18S rRNA  green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the nucleolus	YGR251W	591	591
YGR252W	chrVII	+	996873	998193	996873	998193	1	996873,	998193,	Q03330	Histone acetyltransferase, acetylates N-terminal lysines on histones H2B and H3  catalytic subunit of the ADA and SAGA histone acetyltransferase complexes  founding member of the Gcn5p-related N-acetyltransferase superfamily	GCN5	1320	1320
YGR253C	chrVII	-	998362	999145	998362	999145	1	998362,	999145,	P32379	Alpha 5 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism  human homolog is subunit zeta	PUP2	783	783
YGR254W	chrVII	+	1000931	1002245	1000931	1002245	1	1000931,	1002245,	P00924	Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis  expression is repressed in response to glucose	ENO1	1314	1314
YGR255C	chrVII	-	1002527	1003967	1002527	1003967	1	1002527,	1003967,	P53318	Putative flavin-dependent monooxygenase, involved in ubiquinone (Coenzyme Q) biosynthesis  localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes	COQ6	1440	1440
YGR256W	chrVII	+	1004629	1006108	1004629	1006108	1	1004629,	1006108,	P53319	6-phosphogluconate dehydrogenase (decarboxylating), catalyzes an NADPH regenerating reaction in the pentose phosphate pathway  required for growth on D-glucono-delta-lactone	GND2	1479	1479
YGR257C	chrVII	-	1006210	1007311	1006210	1007311	1	1006210,	1007311,	P53320	Mitochondrial protein of the mitochondrial carrier family, involved in activating mitochondrial Sod2p probably by facilitating insertion of an essential manganese cofactor	MTM1	1101	1101
YGR258C	chrVII	-	1007676	1010772	1007676	1010772	1	1007676,	1010772,	P07276	Single-stranded DNA endonuclease, cleaves single-stranded DNA during nucleotide excision repair to excise damaged DNA  subunit of Nucleotide Excision Repair Factor 3 (NEF3)  homolog of human XPG protein	RAD2	3096	3096
YGR259C	chrVII	-	1012486	1012927	1012486	1012927	1	1012486,	1012927,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps almost completely with the verified ORF TNA1/YGR260W	YGR259C	441	441
YGR260W	chrVII	+	1012490	1014095	1012490	1014095	1	1012490,	1014095,	P53322	High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid  expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA)	TNA1	1605	1605
YGR261C	chrVII	-	1014326	1016756	1014326	1016756	1	1014326,	1016756,	P46682	Beta3-like subunit of the yeast AP-3 complex  functions in transport of alkaline phosphatase to the vacuole via the alternate pathway  exists in both cytosolic and peripherally associated membrane-bound pools	APL6	2430	2430
YGR262C	chrVII	-	1016979	1017765	1016979	1017765	1	1016979,	1017765,	P53323	Protein kinase proposed to be involved in bud-site selection, telomere uncapping and elongation, and transcription  component of the EKC/KEOPS protein complex with Kae1p, Cgi121p, Pcc1p, and Gon7p	BUD32	786	786
YGR263C	chrVII	-	1017972	1019247	1017972	1019247	1	1017972,	1019247,	P53324	Sterol deacetylase  component of the sterol acetylation/deacetylation cycle along with Atf2p  integral membrane protein with active site in the ER lumen  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum	YGR263C	1275	1275
YGR264C	chrVII	-	1019603	1021859	1019603	1021859	1	1019603,	1021859,	P00958	Methionyl-tRNA synthetase, forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases  also has a role in nuclear export of tRNAs	MES1	2256	2256
YGR265W	chrVII	+	1021653	1022064	1021653	1022064	1	1021653,	1022064,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase	YGR265W	411	411
YGR266W	chrVII	+	1022661	1024767	1022661	1024767	1	1022661,	1024767,	P53326	Protein of unknown function, predicted to contain a single transmembrane domain  localized to both the mitochondrial outer membrane and the plasma membrane	YGR266W	2106	2106
YGR267C	chrVII	-	1025009	1025741	1025009	1025741	1	1025009,	1025741,	P51601	GTP-cyclohydrolase I, catalyzes the first step in the folic acid biosynthetic pathway	FOL2	732	732
YGR268C	chrVII	-	1026062	1026659	1026062	1026659	1	1026062,	1026659,	P40325	Cytoplasmic protein containing a zinc finger domain with sequence similarity to that of Type I J-proteins  computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly	HUA1	597	597
YGR269W	chrVII	+	1026641	1026968	1026641	1026968	1	1026641,	1026968,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF HUA1/YGR268C	YGR269W	327	327
YGR270W	chrVII	+	1027375	1031515	1027375	1031515	1	1027375,	1031515,	P40340	Protein that localizes to chromatin and has a role in regulation of histone gene expression  has a bromodomain-like region that interacts with the N-terminal tail of histone H3, and an ATPase domain  potentially phosphorylated by Cdc28p	YTA7	4140	4140
YGR270C-A	chrVII	-	1027387	1027606	1027387	1027606	1	1027387,	1027606,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps the verified ORF YTA7/YGR270W	YGR270C-A	219	219
YGR271W	chrVII	+	1031796	1037700	1031796	1037700	1	1031796,	1037700,	P53327	Putative RNA helicase related to Ski2p, involved in translation inhibition of non-poly(A) mRNAs  required for repressing propagation of dsRNA viruses	SLH1	5904	5904
YGR271C-A	chrVII	-	1037805	1038507	1037805	1038507	1	1037805,	1038507,	Q3E705	Essential protein required for maturation of 18S rRNA  null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest  green fluorescent protein (GFP)-fusion protein localizes to the nucleolus	YGR271C-A	702	702
YGR273C	chrVII	-	1038720	1039245	1038720	1039245	1	1038720,	1039245,	P53329	Putative protein of unknown function  deletion mutant has no readily detectable phenotype  expression downregulated by treatment with 8-methoxypsoralen plus UVA irradiation	YGR273C	525	525
YGR274C	chrVII	-	1039901	1043102	1039901	1043102	1	1039901,	1043102,	P46677	TFIID subunit (145 kDa), involved in RNA polymerase II transcription initiation, has histone acetyltransferase activity, involved in promoter binding and G1/S progression	TAF1	3201	3201
YGR275W	chrVII	+	1043282	1043756	1043282	1043756	1	1043282,	1043756,	P53330	Component of both the SWI/SNF and RSC chromatin remodeling complexes, suggested role in chromosome maintenance  possible weak regulator of Ty1 transposition	YGR275W	474	474
YGR276C	chrVII	-	1043825	1045487	1043825	1045487	1	1043825,	1045487,	P53331	3'-5' exoribonuclease  required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts	RNH70	1662	1662
YGR277C	chrVII	-	1045650	1046568	1045650	1046568	1	1045650,	1046568,	P53332	Putative pantetheine-phosphate adenylyltransferase (PPAT) that catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate  conserved in bacteria, humans, and plants  essential for viability	YGR277C	918	918
YGR278W	chrVII	+	1046737	1048471	1046737	1048471	1	1046737,	1048471,	P53333	Essential protein, component of a complex containing Cef1p, has similarity to S. pombe Cwf22p  putative spliceosomal component, based on computational analysis of large-scale protein-protein interaction data	CWC22	1734	1734
YGR279C	chrVII	-	1048804	1049965	1048804	1049965	1	1048804,	1049965,	P53334	Cell wall protein with similarity to glucanases  scw4 scw10 double mutants exhibit defects in mating	SCW4	1161	1161
YGR280C	chrVII	-	1050916	1051732	1050916	1051732	1	1050916,	1051732,	P53335	Essential protein involved in rRNA and snoRNA maturation  competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase  human homolog inhibits telomerase  contains a G-patch RNA interacting domain	PXR1	816	816
YGR281W	chrVII	+	1052830	1057264	1052830	1057264	1	1052830,	1057264,	P53049	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter mediates export of many different organic anions including oligomycin  similar to human cystic fibrosis transmembrane receptor (CFTR)	YOR1	4434	4434
YGR282C	chrVII	-	1057789	1058731	1057789	1058731	1	1057789,	1058731,	P15703	Endo-beta-1,3-glucanase, major protein of the cell wall, involved in cell wall maintenance	BGL2	942	942
YGR283C	chrVII	-	1059021	1060047	1059021	1060047	1	1059021,	1060047,	P53336	Protein of unknown function  may interact with ribosomes, based on co-purification experiments  deletion mutant is resistant to fluconazole  green fluorescent protein (GFP)-fusion protein localizes to the nucleolus	YGR283C	1026	1026
YGR284C	chrVII	-	1060664	1061597	1060664	1061597	1	1060664,	1061597,	P53337	Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo	ERV29	933	933
YGR285C	chrVII	-	1061858	1063160	1061858	1063160	1	1061858,	1063160,	P32527	Cytosolic ribosome-associated chaperone that acts, together with Ssz1p and the Ssb proteins, as a chaperone for nascent polypeptide chains  contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p	ZUO1	1302	1302
YGR286C	chrVII	-	1063819	1064947	1063819	1064947	1	1063819,	1064947,	P32451	Biotin synthase, catalyzes the conversion of dethiobiotin to biotin, which is the last step of the biotin biosynthesis pathway  complements E. coli bioB mutant	BIO2	1128	1128
YGR287C	chrVII	-	1067228	1068998	1067228	1068998	1	1067228,	1068998,	P53051	Protein of unknown function that may interact with ribosomes, based on co-purification experiments  has similarity to alpha-D-glucosidase (maltase)  authentic, non-tagged protein detected in purified mitochondria in high-throughput studies	YGR287C	1770	1770
YGR288W	chrVII	+	1070299	1071721	1070299	1071721	1	1070299,	1071721,	P53338	MAL-activator protein, part of complex locus MAL1  nonfunctional in genomic reference strain S288C	MAL13	1422	1422
YGR289C	chrVII	-	1073969	1075820	1073969	1075820	1	1073969,	1075820,	P53048	Inducible high-affinity maltose transporter (alpha-glucoside transporter)  encoded in the MAL1 complex locus  member of the 12 transmembrane domain superfamily of sugar transporters  broad substrate specificity that includes maltotriose	MAL11	1851	1851
YGR290W	chrVII	+	1075488	1075932	1075488	1075932	1	1075488,	1075932,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  putative HLH protein  partially overlaps the verified ORF MAL11/YGR289C (a high-affinity maltose transporter)	YGR290W	444	444
YGR291C	chrVII	-	1076289	1076511	1076289	1076511	1	1076289,	1076511,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	YGR291C	222	222
YGR292W	chrVII	+	1076605	1078360	1076605	1078360	1	1076605,	1078360,	P53341	Maltase (alpha-D-glucosidase), inducible protein involved in maltose catabolism  encoded in the MAL1 complex locus	MAL12	1755	1755
YGR293C	chrVII	-	1079891	1080353	1079891	1080353	1	1079891,	1080353,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the uncharacterized ORF YGR294W	YGR293C	462	462
YGR294W	chrVII	+	1080312	1080675	1080312	1080675	1	1080312,	1080675,	P53343	Putative protein of unknown function	YGR294W	363	363
YGR295C	chrVII	-	1081590	1082736	1081590	1082736	1	1081590,	1082736,	P53344	Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins	COS6	1146	1146
YGR296W	chrVII	+	1084870	1090598	1084870	1090598	2	1084870,1085037,	1084889,1090598,	P53345	Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1  potentially phosphorylated by Cdc28p	YGR296W	5728	5728
YGR296C-A	chrVII	-	1088876	1089452	1088876	1089452	1	1088876,	1089452,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps TEL07R	YGR296C-A	576	576
YGR296C-B	chrVII	-	1089752	1090235	1089752	1090235	1	1089752,	1090235,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  contained completely within TEL07R	YGR296C-B	483	483
YLR454W	chrXII	+	1043995	1051882	1043995	1051882	1	1043995,	1051882,	Q06179	Putative protein of unknown function  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YLR454W	7887	7887
YLR060W	chrXII	+	260979	262767	260979	262767	1	260979,	262767,	P15624	Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs2p to generate active enzyme  able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control	FRS1	1788	1788
YLR186W	chrXII	+	523633	524392	523633	524392	1	523633,	524392,	Q06287	Member of the alpha/beta knot fold methyltransferase superfamily  required for maturation of 18S rRNA and for 40S ribosome production  interacts with RNA and with S-adenosylmethionine  associates with spindle/microtubules  forms homodimers	EMG1	759	759
YLR398C	chrXII	-	915155	919019	915155	919019	1	915155,	919019,	P35207	Putative RNA helicase, involved in exosome mediated 3' to 5' mRNA degradation and translation inhibition of non-poly(A) mRNAs  forms complex with Ski3p and Ski8p  required for repressing propagation of dsRNA viruses	SKI2	3864	3864
YLL067C	chrXII	-	584	4301	584	4301	2	584,4014,	3915,4301,	Q07888	Putative protein of unknown function with similarity to helicases	YLL067C	3717	3717
YLL067W-A	chrXII	+	842	1325	842	1325	1	842,	1325,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps YLL067C	YLL067W-A	483	483
YLL066W-B	chrXII	+	5604	5775	5604	5775	1	5604,	5775,	Q8TGJ7	Putative protein of unknown function  overexpression causes a cell cycle delay or arrest	YLL066W-B	171	171
YLL066C	chrXII	-	6119	9836	6119	9836	2	6119,9549,	9450,9836,	Q99208	Putative protein of unknown function with similarity to helicases  YLL066C is not an essential gene	YLL066C	3717	3717
YLL066W-A	chrXII	+	6485	6968	6485	6968	1	6485,	6968,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  completely overlaps the uncharacterized ORF YLL066C	YLL066W-A	483	483
YLL065W	chrXII	+	11725	12076	11725	12076	1	11725,	12076,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  overlaps chromosome XII telomeric element core sequences	YLL065W	351	351
YLL064C	chrXII	-	13082	13445	13082	13445	1	13082,	13445,	P52921	Putative protein of unknown function	YLL064C	363	363
YLL063C	chrXII	-	14647	16072	14647	16072	1	14647,	16072,	Q12226	Acetyltransferase  catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis	AYT1	1425	1425
YLL062C	chrXII	-	16638	17613	16638	17613	1	16638,	17613,	Q12525	S-methylmethionine-homocysteine methyltransferase, functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio	MHT1	975	975
YLL061W	chrXII	+	17955	19707	17955	19707	1	17955,	19707,	Q12372	High-affinity S-methylmethionine permease, required for utilization of S-methylmethionine as a sulfur source  has similarity to S-adenosylmethionine permease Sam3p	MMP1	1752	1752
YLL060C	chrXII	-	21137	21839	21137	21839	1	21137,	21839,	Q12390	Glutathione S-transferase capable of homodimerization  functional overlap with Gtt2p, Grx1p, and Grx2p	GTT2	702	702
YLL059C	chrXII	-	22473	22980	22473	22980	1	22473,	22980,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	YLL059C	507	507
YLL058W	chrXII	+	23568	25296	23568	25296	1	23568,	25296,	Q12198	Putative protein of unknown function with similarity to Str2p, which is a cystathionine gamma-synthase important in sulfur metabolism  YLL058W is not an essential gene	YLL058W	1728	1728
YLL057C	chrXII	-	25755	26994	25755	26994	1	25755,	26994,	Q12358	Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase, involved in sulfonate catabolism for use as a sulfur source, contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)	JLP1	1239	1239
YLL056C	chrXII	-	27408	28305	27408	28305	1	27408,	28305,	Q12177	Putative protein of unknown function, transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in pleiotropic drug resistance (PDR) phenomenon  YLL056C is not an essential gene	YLL056C	897	897
YLL055W	chrXII	+	30108	31704	30108	31704	1	30108,	31704,	Q12235	High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YCT1 is not an essential gene	YLL055W	1596	1596
YLL054C	chrXII	-	32893	35203	32893	35203	1	32893,	35203,	Q12244	Putative protein of unknown function with similarity to Pip2p, an oleate-specific transcriptional activator of peroxisome proliferation  YLL054C is not an essential gene	YLL054C	2310	2310
YLL053C	chrXII	-	35501	35960	35501	35960	1	35501,	35960,	O93938	Putative protein  in the Sigma 1278B strain background YLL053C is contiguous with AQY2 which encodes an aquaporin	YLL053C	459	459
YLL052C	chrXII	-	35910	36360	35910	36360	1	35910,	36360,	Q12258	Water channel that mediates the transport of water across cell membranes, only expressed in proliferating cells, controlled by osmotic signals, may be involved in freeze tolerance  disrupted by a stop codon in many S. cerevisiae strains	AQY2	450	450
YLL051C	chrXII	-	37331	39470	37331	39470	1	37331,	39470,	Q12473	Putative ferric reductase with similarity to Fre2p  expression induced by low iron levels	FRE6	2139	2139
YLL050C	chrXII	-	39802	40413	39802	40413	2	39802,40399,	40220,40413,	Q03048	Cofilin, promotes actin filament depolarization in a pH-dependent manner  binds both actin monomers and filaments and severs filaments  thought to be regulated by phosphorylation at SER4  ubiquitous and essential in eukaryotes	YLL050C	611	611
YLL049W	chrXII	+	40664	41204	40664	41204	1	40664,	41204,	Q07887	Protein of unknown function  null mutant shows a reduced affinity for the alcian blue dye suggesting a decreased net negative charge of the cell surface	YLL049W	540	540
YLL048C	chrXII	-	41278	46264	41278	46264	1	41278,	46264,	P32386	Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport  similar to mammalian bile transporters	YBT1	4986	4986
YLL047W	chrXII	+	46670	47054	46670	47054	1	46670,	47054,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene RNP1	YLL047W	384	384
YLL046C	chrXII	-	46712	47462	46712	47462	1	46712,	47462,	P32385	Ribonucleoprotein that contains two RNA recognition motifs (RRM)	RNP1	750	750
YLL045C	chrXII	-	47857	48628	47857	48628	1	47857,	48628,	P29453	Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Ap and has similarity to rat L7a ribosomal protein  mutation results in decreased amounts of free 60S subunits	RPL8B	771	771
YLL044W	chrXII	+	48214	48661	48214	48661	1	48214,	48661,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  transcription of both YLL044W and the overlapping gene RPL8B is reduced in the gcr1 null mutant	YLL044W	447	447
YLL043W	chrXII	+	49936	51946	49936	51946	1	49936,	51946,	P23900	Plasma membrane channel, member of major intrinsic protein (MIP) family  involved in efflux of glycerol and in uptake of acetic acid and the trivalent metalloids arsenite and antimonite  phosphorylated by Hog1p MAPK under acetate stress	FPS1	2010	2010
YLL042C	chrXII	-	52085	52589	52085	52589	1	52085,	52589,	Q07879	Conserved E2-like conjugating enzyme that mediates formation of the Atg12p-Atg5p conjugate, which is a critical step in autophagy	ATG10	504	504
YLL041C	chrXII	-	53129	53930	53129	53930	1	53129,	53930,	P21801	Iron-sulfur protein subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone	SDH2	801	801
YLL040C	chrXII	-	54209	63644	54209	63644	1	54209,	63644,	Q07878	Protein of unknown function  heterooligomeric or homooligomeric complex  peripherally associated with membranes  homologous to human COH1  involved in sporulation, vacuolar protein sorting and protein-Golgi retention	VPS13	9435	9435
YLL039C	chrXII	-	64060	65206	64060	65206	1	64060,	65206,	n/a	Ubiquitin, becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system  essential for the cellular stress response  encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats	UBI4	1146	1146
YLL038C	chrXII	-	65773	66517	65773	66517	1	65773,	66517,	Q07872	Protein of unknown function, contains an N-terminal epsin-like domain	ENT4	744	744
YLL037W	chrXII	+	66560	66941	66560	66941	1	66560,	66941,	n/a	Dubious open reading frame unlikely to encode a functional protein  overlaps 3' end of essential PRP19 gene encoding an RNA splicing factor	YLL037W	381	381
YLL036C	chrXII	-	66743	68255	66743	68255	1	66743,	68255,	P32523	Splicing factor associated with the spliceosome  contains a U-box, a motif found in a class of ubiquitin ligases	PRP19	1512	1512
YLL035W	chrXII	+	68578	70477	68578	70477	1	68578,	70477,	Q07845	Protein of unknown function, required for cell growth and possibly involved in rRNA processing  mRNA is cell cycle regulated	GRC3	1899	1899
YLL034C	chrXII	-	70631	73145	70631	73145	1	70631,	73145,	Q07844	Putative ATPase of the AAA family, required for export of pre-ribosomal large subunits from the nucleus  distributed between the nucleolus, nucleoplasm, and nuclear periphery depending on growth conditions	RIX7	2514	2514
YLL033W	chrXII	+	73407	74100	73407	74100	1	73407,	74100,	Q07843	Putative protein of unknown function  YLL033W is not an essential gene but mutant is defective in spore formation  null mutant displays increased levels of spontaneous Rad52p foci	YLL033W	693	693
YLL032C	chrXII	-	74268	76746	74268	76746	1	74268,	76746,	Q07834	Protein of unknown function that may interact with ribosomes, based on co-purification experiments  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm  YLL032C is not an essential gene	YLL032C	2478	2478
YLL031C	chrXII	-	77150	80204	77150	80204	1	77150,	80204,	Q07830	ER membrane localized phosphoryltransferase that adds phosphoethanolamine onto the third mannose residue of the glycosylphosphatidylinositol (GPI) anchor precursor  similar to human PIG-O protein	GPI13	3054	3054
YLL030C	chrXII	-	80354	80696	80354	80696	1	80354,	80696,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	YLL030C	342	342
YLL029W	chrXII	+	81459	83709	81459	83709	1	81459,	83709,	Q07825	Protein involved in negative regulation of transcription of iron regulon  forms an iron independent complex with Fra2p, Grx3p, and Grx4p  cytosolic  mutant fails to repress transcription of iron regulon and is defective in spore formation	YLL029W	2250	2250
YLL028W	chrXII	+	84802	86563	84802	86563	1	84802,	86563,	Q07824	Polyamine transporter that recognizes spermine, putrescine, and spermidine  catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH  phosphorylation enhances activity and sorting to the plasma membrane	TPO1	1761	1761
YLL027W	chrXII	+	87401	88154	87401	88154	1	87401,	88154,	Q07821	Mitochondrial matrix protein involved in biogenesis of the iron-sulfur (Fe/S) cluster of Fe/S proteins, isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency  depletion reduces growth on nonfermentable carbon sources	ISA1	753	753
YLL026W	chrXII	+	88621	91348	88621	91348	1	88621,	91348,	P31539	Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins  responsive to stresses including: heat, ethanol, and sodium arsenite  involved in [PSI+] propagation	HSP104	2727	2727
YLL025W	chrXII	+	94745	95120	94745	95120	1	94745,	95120,	Q12370	Putative protein of unknown function  YLL025W is not an essential gene	YLL025W	375	375
YLL024C	chrXII	-	95564	97484	95564	97484	1	95564,	97484,	P10592	ATP binding protein involved in protein folding and vacuolar import of proteins  member of heat shock protein 70 (HSP70) family  associated with the chaperonin-containing T-complex  present in the cytoplasm, vacuolar membrane and cell wall	SSA2	1920	1920
